stcode,state,cocode,geoname
91,WA,270,SAN JUAN
91,WA,280,SKAGIT
91,WA,290,SKAMANIA
91,WA,300,SNOHOMISH
91,WA,310,SPOKANE
91,WA,320,STEVENS
91,WA,330,THURSTON
91,WA,340,WAHKIAKUM
91,WA,350,WALLA WALLA
91,WA,360,WHATCOM
91,WA,370,WHITMAN
91,WA,380,YAKIMA
91,WA,990,STATEWIDE
92,OR,0,BAKER
92,OR,10,BENTON
92,OR,20,CLACKAMAS
92,OR,30,CLATSOP
92,OR,40,COLUMBIA
92,OR,50,COOS
92,OR,60,CROOK
92,OR,70,CURRY
92,OR,80,DESCHUTES
92,OR,90,DOUGLAS
92,OR,100,GILLIAM
92,OR,110,GRANT
92,OR,120,HARNEY
92,OR,130,HOOD RIVER
92,OR,140,JACKSON
92,OR,150,JEFFERSON
92,OR,160,JOSEPHINE
92,OR,170,KLAMATH
92,OR,180,LAKE
92,OR,190,LANE
92,OR,200,LINCOLN
92,OR,210,LINN
92,OR,220,MALHEUR
92,OR,230,MARION
92,OR,240,MORROW
92,OR,250,MULTNOMAH
92,OR,260,POLK
92,OR,270,SHERMAN
92,OR,280,TILLAMOOK
92,OR,290,UMATILLA
92,OR,300,UNION
92,OR,310,WALLOWA
92,OR,320,WASCO
92,OR,330,WASHINGTON
92,OR,340,WHEELER
92,OR,350,YAMHILL
92,OR,990,STATEWIDE
93,CA,0,ALAMEDA
93,CA,10,ALPINE
93,CA,20,AMADOR
93,CA,30,BUTTE
93,CA,40,CALAVERAS
93,CA,50,COLUSA
93,CA,60,CONTRA COSTA
93,CA,70,DEL NORTE
93,CA,80,EL DORADO
93,CA,90,FRESNO
93,CA,100,GLENN
93,CA,110,HUMBOLDT
93,CA,120,IMPERIAL
93,CA,130,INYO
93,CA,140,KERN
93,CA,150,KINGS
93,CA,160,LAKE
93,CA,170,LASSEN
93,CA,200,LOS ANGELES
93,CA,300,MADERA
93,CA,310,MARIN
93,CA,320,MARIPOSA
93,CA,330,MENDOCINO
93,CA,340,MERCED
93,CA,350,MODOC
93,CA,360,MONO
93,CA,370,MONTEREY
93,CA,380,NAPA
93,CA,390,NEVADA
93,CA,400,ORANGE
93,CA,410,PLACER
93,CA,420,PLUMAS
93,CA,430,RIVERSIDE
93,CA,440,SACRAMENTO
93,CA,450,SAN BENITO
93,CA,460,SAN BERNARDINO
93,CA,470,SAN DIEGO
93,CA,480,SAN FRANCISCO
93,CA,490,SAN JOAQUIN
93,CA,500,SAN LUIS OBISPO
93,CA,510,SAN MATEO
93,CA,520,SANTA BARBARA
93,CA,530,SANTA CLARA
93,CA,540,SANTA CRUZ
93,CA,550,SHASTA
93,CA,560,SIERRA
93,CA,570,SISKIYOU
93,CA,580,SOLANO
93,CA,590,SONOMA
93,CA,600,STANISLAUS
93,CA,610,SUTTER
93,CA,620,TEHAMA
93,CA,630,TRINITY
93,CA,640,TULARE
93,CA,650,TUOLUMNE
93,CA,660,VENTURA
93,CA,670,YOLO
93,CA,680,YUBA
93,CA,990,STATEWIDE
