psu2,hh_size,age_category,gender,weight,store_installment_debt,bank_installment_debt,store_revolving_debt,has_charge_account,income,year
73,4,5,1,208,0,400,100,1,600,1949
93,3,3,1,208,0,0,0,1,440,1949
93,2,5,1,208,0,0,0,0,311,1949
63,3,5,1,234,0,0,0,0,769,1949
70,1,4,2,234,0,0,0,0,1051,1949
70,2,2,1,234,0,0,0,0,40,1949
70,2,5,1,234,0,0,0,0,399,1949
70,5,4,1,234,0,0,0,0,402,1949
70,1,5,1,234,0,0,0,1,709,1949
75,2,6,1,234,0,0,0,0,475,1949
75,6,2,1,234,0,0,0,0,285,1949
72,1,6,2,411,0,0,0,0,188,1949
71,3,4,1,234,0,0,0,0,588,1949
18,2,6,1,234,0,0,0,0,75,1949
26,2,6,1,473,0,0,0,0,50,1949
16,3,2,1,411,0,0,100,1,340,1949
16,2,2,1,411,0,0,0,0,225,1949
16,3,3,1,234,0,300,0,1,615,1949
16,3,4,1,234,0,0,0,0,430,1949
67,2,3,1,208,0,350,100,1,522,1949
67,1,4,2,208,0,0,0,0,170,1949
67,3,2,1,208,0,0,0,0,518,1949
67,4,3,1,208,0,1000,30,1,400,1949
67,2,4,1,208,0,0,50,1,300,1949
10,4,2,1,411,0,0,0,0,364,1949
51,7,6,1,208,0,0,0,0,180,1949
84,4,3,1,208,150,500,0,0,299,1949
84,2,2,1,208,0,0,0,0,234,1949
36,2,2,1,208,0,0,130,1,194,1949
61,2,6,1,208,0,0,0,1,756,1949
93,3,2,1,411,0,0,0,1,340,1949
85,2,5,1,208,0,0,0,1,807,1949
16,1,-,2,135,0,300,80,1,220,1949
75,3,3,1,378,0,600,0,0,678,1949
32,3,5,1,208,0,0,10,1,1100,1949
13,4,2,1,234,0,700,50,1,494,1949
81,5,3,1,411,0,240,0,1,920,1949
33,1,6,1,378,0,0,0,0,50,1949
61,4,2,1,208,0,2950,0,1,381,1949
44,3,3,1,208,0,0,50,1,1300,1949
14,4,4,1,234,0,0,40,1,240,1949
76,4,4,1,135,0,0,0,0,900,1949
14,4,3,1,135,0,0,150,1,850,1949
44,4,2,1,184,0,0,0,0,101,1949
86,2,1,1,208,0,5500,0,0,260,1949
68,2,5,1,234,0,0,0,0,507,1949
68,2,2,1,234,0,500,0,0,516,1949
68,7,4,1,234,0,0,0,0,186,1949
32,5,3,1,184,0,0,0,0,78,1949
84,6,3,1,234,0,2150,60,1,474,1949
35,1,5,1,184,0,0,0,0,736,1949
89,2,2,1,234,0,1600,0,0,139,1949
85,2,5,1,234,0,0,0,0,315,1949
49,3,2,1,208,0,0,0,1,400,1949
91,4,2,1,208,0,150,0,0,175,1949
91,2,1,1,208,0,0,0,0,384,1949
17,2,2,2,552,0,0,0,0,250,1949
64,1,2,1,135,0,2500,0,0,500,1949
11,2,6,1,411,0,0,10,1,221,1949
70,2,5,1,473,0,0,0,0,240,1949
44,3,2,1,378,0,0,0,0,135,1949
44,5,4,1,378,0,1000,0,0,195,1949
44,2,3,1,378,0,40,200,1,523,1949
44,2,5,1,208,0,0,0,0,161,1949
48,4,3,1,378,0,0,0,0,410,1949
51,5,2,1,208,0,0,0,0,360,1949
38,3,3,1,208,0,0,0,1,600,1949
38,2,1,1,353,0,0,0,0,96,1949
38,8,3,1,353,0,0,0,1,216,1949
61,6,2,2,208,0,0,0,0,159,1949
71,3,2,1,208,0,0,0,0,612,1949
10,1,6,2,411,0,0,0,0,0,1949
16,5,3,1,234,0,0,0,0,500,1949
16,2,5,1,135,0,0,0,1,300,1949
16,1,4,2,234,0,0,0,0,728,1949
86,5,3,1,208,0,0,0,0,160,1949
28,2,4,1,234,0,0,60,1,620,1949
11,3,3,1,234,0,0,20,1,284,1949
68,2,6,1,208,0,0,0,0,583,1949
64,2,6,1,208,0,0,0,1,2500,1949
64,2,4,1,208,0,0,0,1,900,1949
15,2,4,1,135,0,0,70,1,500,1949
62,2,5,1,135,0,0,0,0,1180,1949
49,4,4,1,208,0,0,110,1,170,1949
24,2,4,1,234,0,0,0,0,683,1949
34,4,4,1,208,0,0,0,0,1100,1949
29,7,4,1,234,0,0,10,1,1028,1949
63,2,6,2,208,0,0,0,0,333,1949
67,3,6,1,208,0,0,0,1,550,1949
21,2,6,1,234,0,0,0,1,120,1949
79,3,5,1,411,0,0,20,1,360,1949
83,2,5,1,411,0,0,0,0,379,1949
40,1,5,2,208,0,0,10,1,260,1949
17,5,2,1,234,0,0,0,0,296,1949
93,2,4,1,208,0,0,0,0,350,1949
16,6,2,1,135,0,1000,0,1,700,1949
16,3,3,1,135,0,0,0,1,615,1949
16,1,1,2,135,0,0,0,0,111,1949
16,1,1,2,135,0,0,0,0,111,1949
16,1,1,2,135,0,0,0,0,111,1949
81,2,4,1,208,0,0,0,1,360,1949
32,5,3,1,378,0,0,0,0,314,1949
63,2,5,1,378,0,0,0,0,390,1949
72,2,6,1,411,0,0,0,0,300,1949
17,2,1,1,234,0,2000,0,0,550,1949
16,3,4,1,135,0,0,0,0,700,1949
16,2,6,1,234,0,0,0,0,91,1949
81,1,6,1,473,0,0,0,0,35,1949
16,2,4,1,234,0,0,0,0,250,1949
14,2,4,1,135,0,0,0,0,5752,1949
49,3,1,1,353,0,0,600,1,150,1949
81,4,2,1,411,50,1950,0,0,550,1949
33,2,2,1,378,0,4000,0,0,660,1949
31,2,4,1,184,0,50,0,0,80,1949
45,5,3,1,184,50,2800,0,0,3,1949
69,4,2,1,234,0,5580,70,1,1123,1949
65,2,4,1,234,0,2500,0,0,614,1949
35,1,5,1,184,0,0,0,0,123,1949
41,4,3,1,184,0,0,0,0,200,1949
78,3,3,1,234,0,0,0,0,243,1949
92,6,3,1,234,0,1000,0,0,287,1949
46,7,4,1,184,0,1000,0,0,92,1949
63,5,2,1,234,0,0,0,0,630,1949
63,2,5,1,234,0,0,0,0,321,1949
65,1,5,2,234,0,3000,0,1,216,1949
20,2,4,1,234,0,0,10,1,373,1949
41,2,5,1,184,0,0,0,0,168,1949
38,8,4,1,184,0,0,0,0,269,1949
80,2,5,1,135,0,0,0,1,1324,1949
62,6,3,1,135,0,0,10,1,450,1949
36,4,2,1,208,0,0,0,0,28,1949
82,3,4,1,208,0,0,0,0,674,1949
12,2,6,1,234,0,0,0,1,600,1949
89,4,3,1,208,0,0,0,1,600,1949
70,4,2,1,378,0,0,0,0,303,1949
82,3,5,1,135,0,0,50,1,405,1949
16,2,2,1,135,0,0,0,1,450,1949
16,1,3,2,411,50,0,0,0,155,1949
16,4,3,1,135,0,0,0,0,640,1949
16,2,5,1,135,50,0,0,0,1075,1949
16,2,3,1,411,0,0,0,0,197,1949
81,4,2,1,208,0,0,0,1,800,1949
81,3,3,1,473,0,0,0,0,320,1949
16,6,3,1,234,0,0,0,0,670,1949
16,6,2,1,411,50,110,0,0,213,1949
78,4,4,1,234,0,0,0,0,0,1949
91,2,3,1,234,0,500,0,0,423,1949
82,1,5,2,135,0,0,0,0,449,1949
91,7,4,1,234,0,0,0,0,684,1949
91,5,3,1,234,0,400,0,0,440,1949
44,1,3,1,353,0,4500,30,1,400,1949
65,3,4,1,411,0,0,0,1,584,1949
16,3,2,1,234,0,0,0,0,500,1949
77,4,2,1,473,0,170,10,1,238,1949
73,4,2,1,208,0,0,0,0,552,1949
67,6,3,1,208,0,200,0,0,312,1949
81,2,4,2,208,0,0,0,1,875,1949
71,4,2,1,234,0,0,0,0,234,1949
39,4,2,1,184,0,0,0,0,75,1949
91,5,2,1,234,0,900,0,0,152,1949
91,5,2,1,234,0,0,0,0,390,1949
75,4,2,1,378,0,0,90,1,418,1949
75,3,3,1,378,0,0,0,0,175,1949
75,3,4,1,378,0,0,0,0,370,1949
11,2,5,1,234,0,0,0,0,210,1949
91,4,3,1,234,0,0,0,0,426,1949
91,3,4,1,234,0,0,0,0,790,1949
91,3,2,1,378,0,0,180,1,203,1949
91,1,4,1,378,0,0,0,0,80,1949
67,7,3,1,208,0,0,40,1,550,1949
67,2,6,1,208,0,0,0,1,370,1949
42,7,3,1,208,0,0,0,0,470,1949
42,2,2,1,225,0,0,0,0,0,1949
14,2,5,1,234,0,0,0,0,640,1949
14,1,2,2,258,0,0,0,0,0,1949
16,3,5,1,411,0,0,0,0,875,1949
16,1,1,1,492,0,0,0,0,0,1949
90,3,5,1,411,0,0,100,1,468,1949
90,3,2,1,492,0,0,50,1,0,1949
73,3,4,1,411,0,0,70,1,640,1949
73,1,1,1,492,0,0,0,0,0,1949
65,2,4,1,411,0,1500,100,1,1250,1949
65,1,1,2,492,0,0,30,1,0,1949
12,3,5,1,234,0,0,0,0,530,1949
12,1,2,2,258,0,0,0,0,0,1949
12,3,4,1,234,0,0,0,0,690,1949
12,1,1,2,258,0,0,0,0,0,1949
12,6,3,1,411,0,200,40,1,850,1949
12,2,3,1,492,50,0,0,0,0,1949
12,4,3,1,234,0,0,0,0,1008,1949
12,2,2,1,258,0,0,0,0,0,1949
90,2,5,2,411,0,0,10,1,370,1949
90,5,3,1,492,0,70,10,1,0,1949
11,2,6,1,411,0,0,0,0,427,1949
11,1,2,1,492,0,0,0,0,0,1949
90,1,4,2,208,0,0,30,1,138,1949
90,1,1,2,225,0,0,0,0,0,1949
11,3,4,1,411,50,0,0,0,702,1949
11,1,6,1,492,0,0,0,0,0,1949
11,1,1,2,492,0,0,10,1,0,1949
17,4,3,1,234,0,300,0,0,828,1949
17,1,2,2,258,0,0,0,1,0,1949
92,2,5,1,208,0,0,0,0,430,1949
92,1,1,2,258,0,0,0,0,0,1949
65,2,4,1,492,0,0,0,0,0,1949
65,1,1,2,492,0,0,30,1,0,1949
65,1,5,2,411,0,0,0,0,870,1949
64,3,6,1,208,0,90,10,1,751,1949
64,1,2,2,225,0,0,10,1,0,1949
64,1,1,2,225,0,0,0,0,0,1949
12,3,5,1,234,0,0,50,1,1145,1949
12,1,2,2,258,0,0,0,1,0,1949
51,2,3,1,378,0,0,0,0,314,1949
51,1,2,1,492,0,0,0,0,0,1949
51,2,5,0,378,0,0,0,0,317,1949
51,1,2,2,492,0,0,50,1,0,1949
14,3,4,1,411,0,0,0,0,632,1949
14,2,1,1,492,0,0,0,0,0,1949
17,1,4,2,411,0,0,0,0,694,1949
17,1,2,1,492,0,0,0,0,0,1949
86,1,5,1,234,0,0,0,0,184,1949
86,1,1,2,258,0,0,0,0,0,1949
42,3,4,1,353,0,0,0,0,690,1949
42,1,1,2,492,0,0,0,0,0,1949
90,4,5,1,411,0,0,0,0,400,1949
90,1,2,1,492,0,300,50,1,0,1949
16,3,2,1,492,0,0,0,0,0,1949
16,1,2,2,411,0,0,0,0,440,1949
16,3,4,1,135,0,0,0,1,920,1949
16,1,2,1,135,0,0,0,0,0,1949
89,3,4,1,208,0,0,100,1,3980,1949
89,1,1,1,258,0,0,0,1,0,1949
11,2,6,2,234,0,0,0,1,654,1949
11,2,4,1,258,0,0,50,1,0,1949
64,2,5,1,208,0,150,0,0,476,1949
64,1,1,2,258,0,0,0,0,0,1949
65,4,5,1,208,0,0,0,0,692,1949
65,1,1,2,225,0,110,30,1,0,1949
11,6,5,1,411,0,0,0,0,629,1949
11,1,1,1,492,0,0,0,1,0,1949
11,1,1,1,492,0,0,0,0,0,1949
17,4,3,1,234,50,0,0,1,1255,1949
17,1,3,2,258,0,0,0,1,0,1949
62,4,3,1,208,0,0,10,1,687,1949
62,1,1,1,225,0,0,0,1,0,1949
64,2,4,1,208,0,0,0,1,593,1949
64,2,6,1,258,0,0,0,1,0,1949
78,4,4,1,208,0,0,220,1,367,1949
78,1,6,1,225,0,0,0,1,0,1949
15,1,1,1,258,0,0,0,1,0,1949
15,3,4,1,234,0,0,0,1,725,1949
86,2,4,1,378,0,0,0,0,319,1949
86,1,1,1,492,0,0,10,1,0,1949
79,2,5,1,208,0,0,30,1,837,1949
79,1,3,2,225,0,80,20,1,0,1949
65,3,3,1,492,0,0,0,0,0,1949
65,2,6,1,411,0,0,0,1,485,1949
33,3,5,1,208,0,0,0,0,412,1949
33,1,1,2,225,0,0,0,0,0,1949
15,2,4,1,234,0,0,0,1,555,1949
15,1,3,1,258,0,0,0,1,0,1949
16,7,4,1,234,50,0,0,0,655,1949
16,1,1,1,258,0,0,0,0,0,1949
11,1,1,1,258,0,0,0,0,0,1949
11,3,4,1,234,0,0,0,0,828,1949
86,5,3,1,492,0,30,0,0,0,1949
86,2,6,1,473,0,0,0,0,358,1949
35,3,5,1,184,0,0,0,0,361,1949
35,1,1,1,225,0,0,0,0,0,1949
84,2,4,1,473,0,0,0,0,500,1949
84,1,1,2,492,0,0,20,1,0,1949
84,2,5,1,378,0,0,0,0,831,1949
84,1,1,2,492,0,0,0,0,0,1949
84,1,1,2,492,0,0,0,1,0,1949
11,2,4,1,234,0,0,0,0,891,1949
11,2,1,1,258,0,0,0,1,0,1949
89,2,6,1,473,0,0,0,0,880,1949
89,1,3,1,492,0,0,0,0,0,1949
89,1,3,1,492,0,0,0,0,0,1949
47,2,6,1,208,0,0,0,0,933,1949
47,2,1,1,225,0,0,0,0,0,1949
83,1,1,1,225,0,0,0,0,0,1949
83,6,4,1,208,0,0,0,1,546,1949
36,3,5,1,492,50,0,0,1,0,1949
36,1,5,2,411,0,0,0,1,284,1949
12,2,4,1,234,0,0,0,1,372,1949
12,1,1,1,258,0,0,0,0,0,1949
36,2,4,1,225,0,0,60,1,0,1949
36,1,1,1,225,0,0,0,0,0,1949
36,1,1,2,225,0,0,0,0,0,1949
36,3,-,2,208,0,0,0,1,928,1949
85,3,5,1,234,0,0,0,1,444,1949
85,2,1,1,258,0,0,0,0,0,1949
16,6,4,2,234,0,0,0,0,336,1949
16,3,1,2,258,0,0,0,0,0,1949
35,2,6,1,184,0,0,0,0,120,1949
35,1,3,1,225,0,50,0,0,0,1949
74,3,-,1,411,0,0,0,0,551,1949
74,1,1,2,492,50,0,0,0,0,1949
76,4,2,1,411,0,0,0,0,723,1949
76,1,4,2,492,0,0,10,1,0,1949
76,1,1,2,492,0,0,20,1,0,1949
47,1,5,1,208,0,0,0,1,443,1949
47,1,1,1,225,0,0,0,0,0,1949
64,4,5,1,208,0,0,0,1,366,1949
64,1,1,2,258,0,0,0,0,0,1949
48,3,3,1,353,0,0,0,0,553,1949
48,1,1,2,492,0,0,0,0,0,1949
85,2,1,1,234,0,700,0,0,853,1949
85,1,3,1,258,0,0,0,0,0,1949
85,1,1,2,258,0,0,0,0,0,1949
50,2,4,1,378,0,0,0,0,410,1949
50,1,1,2,492,0,0,0,0,0,1949
92,2,6,1,378,0,0,0,0,281,1949
92,1,3,1,492,0,0,0,0,0,1949
67,1,1,2,492,0,0,0,0,0,1949
67,4,4,1,411,50,0,0,0,460,1949
14,4,3,1,135,0,0,0,0,0,1949
90,1,1,1,208,0,0,70,1,590,1949
90,3,4,1,225,0,0,70,1,0,1949
67,2,4,1,208,0,0,0,0,465,1949
67,1,1,2,258,0,0,0,0,0,1949
85,4,5,1,234,0,0,0,0,691,1949
85,1,1,1,258,0,0,0,0,0,1949
85,1,1,2,258,0,0,0,0,0,1949
18,4,6,1,234,0,10,0,0,592,1949
11,2,3,1,234,0,0,0,1,1090,1949
11,2,1,1,258,0,0,0,0,0,1949
11,2,1,1,258,0,0,0,0,0,1949
44,1,1,2,492,0,0,0,0,0,1949
44,2,4,1,411,0,800,0,1,433,1949
79,2,2,1,208,0,0,30,1,1137,1949
79,2,5,1,225,0,0,0,1,0,1949
61,2,1,1,208,0,0,0,0,635,1949
61,2,1,1,258,0,0,0,0,0,1949
61,1,1,1,258,0,0,0,0,0,1949
71,4,2,1,473,0,0,0,0,458,1949
71,1,6,1,492,0,0,0,0,0,1949
26,2,6,1,135,0,0,0,0,1560,1949
26,1,4,2,135,0,0,0,0,0,1949
82,1,1,2,135,0,0,0,0,0,1949
82,2,4,1,135,0,0,10,1,705,1949
18,2,5,1,234,50,240,60,1,566,1949
18,1,1,2,258,0,0,0,0,0,1949
64,3,2,1,208,0,0,0,1,1150,1949
64,2,4,1,258,0,1000,30,1,0,1949
11,4,5,1,234,0,200,60,1,1445,1949
11,1,1,1,258,50,0,0,1,0,1949
11,1,1,1,258,50,400,0,0,0,1949
11,1,1,2,258,0,0,0,0,0,1949
11,1,1,2,258,0,0,100,1,0,1949
11,1,2,2,258,150,0,0,1,0,1949
67,4,4,1,208,0,0,0,0,454,1949
67,1,4,2,225,0,0,0,0,0,1949
67,1,4,2,225,0,30,10,1,0,1949
82,2,4,1,473,50,10,0,0,857,1949
82,1,1,1,492,0,0,0,0,0,1949
82,1,1,2,492,0,0,0,0,0,1949
17,1,-,2,234,0,0,0,0,622,1949
17,1,2,1,258,0,0,0,1,0,1949
35,2,5,1,184,0,0,0,0,212,1949
35,4,2,1,225,0,0,0,0,0,1949
82,3,4,1,225,0,0,0,0,0,1949
82,2,5,1,208,0,0,10,1,420,1949
83,4,5,1,208,0,0,0,1,800,1949
83,1,1,2,225,0,0,0,0,0,1949
92,1,4,2,378,0,0,0,0,299,1949
92,1,2,1,492,0,0,0,0,0,1949
68,2,6,1,234,0,0,0,0,358,1949
68,4,3,1,258,0,0,0,0,0,1949
23,5,3,1,473,150,300,100,1,748,1949
23,2,3,2,492,50,50,30,1,0,1949
12,2,5,1,411,0,0,0,0,1468,1949
12,1,2,2,492,0,0,0,0,0,1949
12,1,1,1,492,0,0,0,0,0,1949
12,1,1,2,492,0,0,10,1,0,1949
12,1,1,2,492,0,0,0,0,0,1949
12,1,1,1,492,0,0,0,0,0,1949
12,2,2,1,234,0,0,30,1,0,1949
40,1,5,2,411,0,0,20,1,230,1949
40,1,1,2,492,0,0,30,1,0,1949
69,1,1,2,225,0,0,0,0,0,1949
69,2,4,1,208,0,0,0,0,371,1949
47,2,2,1,208,0,260,0,0,391,1949
47,1,1,1,225,0,0,0,0,0,1949
68,3,4,1,208,0,0,0,0,665,1949
68,1,1,1,258,0,0,0,0,0,1949
71,1,6,2,473,0,0,0,0,123,1949
71,2,2,1,492,0,0,0,0,0,1949
76,3,2,1,225,0,300,70,1,0,1949
31,3,4,1,184,0,10,0,0,0,1949
28,1,6,1,234,0,0,0,0,150,1949
28,4,4,1,258,0,0,0,0,0,1949
50,2,5,1,492,0,0,0,1,0,1949
50,2,2,1,378,0,0,0,0,159,1949
11,1,5,2,135,0,200,0,0,565,1949
11,1,1,1,135,0,0,0,0,0,1949
11,3,4,1,234,0,130,0,0,312,1949
11,1,1,2,258,0,0,0,0,0,1949
11,3,5,1,411,0,0,10,1,608,1949
11,1,3,2,492,0,0,0,1,0,1949
14,1,5,2,135,0,0,100,1,0,1949
38,2,6,1,184,0,0,0,0,139,1949
38,5,3,1,225,0,0,0,0,0,1949
16,3,6,1,411,0,130,0,0,291,1949
16,1,2,1,492,0,0,0,0,0,1949
16,3,1,1,492,0,0,60,1,0,1949
16,1,1,1,135,0,0,0,0,0,1949
16,1,4,2,135,0,2650,0,1,1415,1949
16,1,1,1,135,0,0,0,0,0,1949
37,5,3,1,225,0,0,0,0,261,1949
37,3,2,2,225,0,0,0,0,0,1949
16,2,1,1,258,0,0,0,0,831,1949
18,3,4,1,234,0,0,20,1,725,1949
18,1,1,1,258,0,0,0,0,0,1949
18,1,1,2,258,0,0,0,0,0,1949
16,3,4,1,135,0,0,0,0,776,1949
16,1,1,1,135,0,0,0,0,0,1949
64,5,3,1,208,0,0,0,0,420,1949
64,1,6,1,258,0,0,0,0,0,1949
12,2,5,1,234,0,0,0,0,689,1949
12,1,2,1,258,0,0,0,0,0,1949
84,4,2,1,378,0,0,0,0,356,1949
84,1,1,2,492,0,0,0,0,0,1949
67,2,5,1,208,0,0,0,0,1210,1949
67,1,2,2,225,0,0,70,1,0,1949
11,2,5,2,411,0,0,30,1,460,1949
11,1,2,2,492,0,0,0,1,0,1949
11,1,1,2,492,0,0,30,1,0,1949
35,2,5,1,184,0,200,0,0,0,1949
66,4,4,1,378,0,280,0,0,468,1949
66,4,2,1,492,0,40,0,0,0,1949
24,2,3,1,234,0,380,100,1,905,1949
24,2,1,1,258,0,0,0,0,0,1949
48,6,4,1,184,0,0,0,0,337,1949
48,1,1,2,225,0,0,0,0,0,1949
14,2,5,1,234,0,0,0,1,803,1949
14,1,2,1,258,0,1250,0,0,0,1949
13,2,2,1,411,0,0,0,0,630,1949
13,1,1,1,492,0,0,30,1,0,1949
13,1,2,1,492,0,50,30,1,0,1949
20,2,5,1,234,0,0,0,0,630,1949
73,2,5,1,411,0,0,20,1,820,1949
73,2,1,1,492,0,0,600,1,0,1949
18,2,5,1,411,0,190,10,1,480,1949
18,1,4,1,492,0,0,0,0,0,1949
11,3,4,1,234,0,0,0,1,740,1949
11,1,1,1,258,0,0,0,0,0,1949
16,4,2,1,411,50,0,0,0,409,1949
16,1,1,1,492,0,0,0,0,0,1949
11,2,6,1,234,0,0,0,0,390,1949
11,1,3,1,258,0,0,0,0,0,1949
16,4,3,1,234,0,0,0,0,881,1949
16,1,6,2,258,0,0,0,0,0,1949
42,6,4,1,378,0,0,0,0,682,1949
42,1,1,2,492,0,0,0,0,0,1949
42,1,1,1,492,0,0,0,0,0,1949
17,2,4,1,234,0,0,0,1,1162,1949
17,1,-,1,258,0,0,0,0,0,1949
17,2,2,1,258,0,0,0,0,0,1949
85,3,4,1,208,0,0,0,0,585,1949
85,1,2,2,225,0,0,0,1,0,1949
16,1,4,2,135,0,0,0,1,360,1949
16,1,1,2,135,0,0,0,0,0,1949
28,4,3,1,234,0,0,0,0,631,1949
28,1,1,2,258,0,0,0,0,0,1949
68,2,5,1,208,0,3000,0,0,620,1949
68,1,2,1,258,0,600,0,0,0,1949
92,2,3,1,225,0,0,10,1,0,1949
92,1,6,1,208,0,0,0,0,809,1949
24,3,5,1,234,0,400,0,0,402,1949
24,1,3,1,258,0,0,0,0,0,1949
16,3,4,1,135,0,330,10,1,629,1949
16,1,1,2,135,0,0,20,1,0,1949
51,3,4,2,208,0,0,0,0,684,1949
51,1,2,1,225,0,0,0,0,0,1949
35,3,5,1,208,0,0,0,0,435,1949
35,1,1,2,225,0,0,20,1,0,1949
21,2,6,2,234,0,0,0,1,673,1949
21,2,1,1,258,50,470,0,0,0,1949
21,1,1,1,258,0,0,0,0,0,1949
32,6,4,1,184,0,0,0,0,483,1949
32,2,3,1,225,0,0,0,0,0,1949
28,6,3,1,234,0,0,0,0,2940,1949
28,2,5,1,258,0,0,0,0,0,1949
28,1,1,1,258,0,0,0,0,0,1949
89,2,4,1,208,0,0,0,0,455,1949
89,1,1,1,258,0,0,0,0,0,1949
73,1,6,2,208,0,0,0,0,270,1949
73,1,3,2,258,0,0,0,0,0,1949
16,3,3,1,234,0,0,0,0,519,1949
16,1,1,2,258,0,0,0,0,0,1949
32,2,4,1,184,0,0,0,0,172,1949
32,3,1,1,225,0,0,0,0,0,1949
16,1,2,2,411,0,0,0,0,1153,1949
16,1,2,2,492,0,0,0,0,0,1949
16,1,1,1,492,0,0,0,0,0,1949
16,2,1,1,492,0,0,0,0,0,1949
85,7,4,1,208,0,150,0,0,470,1949
85,1,1,1,225,0,0,0,0,0,1949
85,1,5,2,378,0,0,0,0,210,1949
85,3,1,1,492,0,0,0,0,0,1949
39,2,6,1,184,0,0,0,0,209,1949
39,1,2,1,225,0,0,0,0,0,1949
39,3,6,1,184,0,0,0,0,0,1949
39,1,2,1,225,0,0,0,0,0,1949
85,2,5,1,208,0,0,0,0,547,1949
29,2,5,1,234,0,0,10,1,1058,1949
29,0,2,1,258,0,0,0,1,0,1949
14,2,3,1,234,0,0,0,1,710,1949
14,1,5,1,258,0,0,0,0,0,1949
86,2,4,1,234,0,0,0,0,314,1949
16,4,4,1,411,0,0,10,1,767,1949
16,1,1,1,492,0,0,0,0,0,1949
68,5,5,1,208,0,0,0,0,700,1949
68,0,2,2,258,0,0,0,0,0,1949
92,4,3,1,225,0,0,0,0,643,1949
75,4,5,1,411,0,0,230,1,767,1949
75,1,2,2,492,0,0,50,1,0,1949
25,2,5,1,234,0,0,0,1,690,1949
17,2,5,2,411,0,0,50,1,0,1949
67,5,2,1,225,0,0,50,1,0,1949
67,1,5,2,208,0,0,0,0,544,1949
74,1,6,1,208,0,0,0,0,0,1949
74,1,2,1,258,0,50,0,0,0,1949
16,3,3,1,258,0,80,0,0,0,1949
16,1,3,1,234,0,0,0,0,1026,1949
24,4,3,1,234,0,0,0,1,699,1949
24,1,4,2,258,0,0,0,0,0,1949
68,3,3,2,208,0,0,0,0,125,1949
68,1,1,1,225,0,0,0,0,0,1949
79,3,5,1,473,0,0,0,0,352,1949
79,1,1,2,492,0,0,0,0,0,1949
87,2,5,1,411,0,0,0,0,510,1949
87,1,2,1,492,0,0,0,1,0,1949
87,0,4,2,208,0,0,0,0,830,1949
87,3,3,1,225,0,0,0,0,0,1949
67,3,3,1,208,0,0,10,1,860,1949
67,1,6,1,258,0,0,0,0,0,1949
91,1,2,1,234,0,0,0,0,301,1949
91,1,1,1,258,0,0,0,0,0,1949
68,4,3,1,234,0,1000,0,0,491,1949
68,3,1,1,258,0,0,0,0,0,1949
31,1,4,2,208,0,3000,0,1,1419,1949
31,3,2,1,225,0,0,30,1,0,1949
16,2,6,1,411,0,0,0,0,260,1949
16,1,1,2,492,0,0,0,0,0,1949
21,2,5,1,411,0,0,70,1,592,1949
21,1,1,1,492,0,780,0,0,0,1949
85,2,5,1,208,0,0,0,0,490,1949
85,1,-,2,225,0,0,0,0,0,1949
76,1,1,1,492,0,100,0,0,610,1949
73,2,4,1,208,0,0,0,0,750,1949
86,2,4,1,208,0,0,0,0,0,1949
69,1,1,1,225,0,0,0,0,0,1949
69,4,4,1,208,0,0,0,0,446,1949
32,1,5,1,378,0,0,0,0,441,1949
32,1,2,2,492,0,0,40,1,0,1949
62,3,3,1,411,0,0,0,1,628,1949
62,2,5,1,492,0,0,0,0,0,1949
82,1,4,2,208,0,0,0,0,487,1949
82,1,2,2,225,0,0,0,0,0,1949
76,3,5,1,411,0,0,30,1,560,1949
76,1,1,2,492,0,0,70,1,0,1949
17,1,6,2,234,0,0,100,1,205,1949
68,2,4,1,208,0,1250,0,0,740,1949
68,1,1,1,258,0,0,0,0,0,1949
90,5,2,1,208,0,0,10,1,410,1949
86,2,6,1,208,0,0,0,0,709,1949
86,3,4,1,258,0,1600,0,1,0,1949
86,1,1,2,258,0,0,0,0,0,1949
37,2,3,1,411,0,0,10,1,626,1949
37,1,2,1,492,0,0,0,0,0,1949
82,2,5,1,411,0,0,100,1,0,1949
82,2,2,1,492,0,0,0,0,0,1949
40,8,5,1,208,0,0,0,1,560,1949
40,1,1,1,225,0,0,0,0,0,1949
44,2,4,1,353,0,0,0,0,408,1949
44,1,1,2,492,0,0,0,0,0,1949
41,2,4,1,184,0,0,0,0,455,1949
41,1,2,1,225,0,0,0,0,192,1949
86,3,5,1,208,0,0,0,0,812,1949
86,1,4,1,225,0,0,0,0,0,1949
86,1,6,1,208,0,0,0,0,577,1949
86,4,3,1,225,0,0,0,0,0,1949
85,3,2,1,208,0,4350,0,1,859,1949
85,1,5,2,225,0,0,0,1,0,1949
81,4,4,1,208,0,0,0,0,0,1949
17,1,2,2,135,0,0,0,0,924,1949
91,3,4,2,208,0,0,0,1,296,1949
91,1,1,1,225,0,0,20,1,0,1949
46,4,4,1,184,0,1750,0,0,232,1949
46,1,-,2,225,0,0,0,0,0,1949
61,6,3,1,208,0,0,0,1,642,1949
61,1,2,1,258,0,0,0,0,0,1949
14,2,4,1,135,0,0,0,0,1270,1949
14,3,2,1,135,0,0,10,1,0,1949
74,1,4,2,411,0,0,0,0,296,1949
74,3,2,2,492,0,0,0,0,0,1949
10,3,4,1,411,0,0,0,0,550,1949
12,2,3,1,411,0,0,0,0,0,1949
16,3,4,1,234,0,1000,0,0,620,1949
16,1,2,1,258,0,0,0,0,0,1949
