durable,income,debt,year,weight,durable_debt,has_card_b,card_spend_b,card_bal_b,has_card_s,card_spend_s,card_bal_s,state
475,6400,0,1960,1,0,,,,,,,
1600,6428,1320,1960,1,1600,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5900,947,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2644,956,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5700,759,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3800,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
340,9000,0,1960,1,340,,,,,,,
200,13750,1017,1960,1,200,,,,,,,
40,,654,1960,1,40,,,,,,,
565,4500,148,1960,1,282.5,,,,,,,
230,700,213,1960,1,230,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,125,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5200,700,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6100,0,1960,1,0,,,,,,,
880,4400,2822,1960,1,440,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3400,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",572,222,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2000,433,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",8000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,1194,1960,1,0,,,,,,,
305,2618,224,1960,1,305,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,316,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4896,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3200,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7200,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",9000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4000,0,1960,1,0,,,,,,,
30,5600,0,1960,1,0,,,,,,,
89,7000,332,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
299,6200,286,1960,1,299,,,,,,,
300,8500,394,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
100,4000,18,1960,1,100,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5500,470,1960,1,0,,,,,,,
133,11000,410,1960,1,0,,,,,,,
667,2500,888,1960,1,667,,,,,,,
450,6200,300,1960,1,450,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
469,4500,1310,1960,1,469,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1800,0,1960,1,0,,,,,,,
835,2800,402,1960,1,417.5,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",500,2274,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5700,120,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5000,0,1960,1,0,,,,,,,
43,5125,26,1960,1,0,,,,,,,
205,,70,1960,1,205,,,,,,,
500,6735,575,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1820,0,1960,1,0,,,,,,,
415,4231,352,1960,1,415,,,,,,,
180,7450,124,1960,1,0,,,,,,,
359,11000,2567,1960,1,179.5,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2971,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5200,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6400,138,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5500,1556,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6524,1070,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",9600,1350,1960,1,0,,,,,,,
95,6700,780,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2840,3820,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3850,160,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4400,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2500,782,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5500,1219,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4100,0,1960,1,0,,,,,,,
315,5200,25,1960,1,157.5,,,,,,,
350,3784,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4102,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5700,0,1960,1,0,,,,,,,
339,3950,135,1960,1,169.5,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6200,1572,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",10500,0,1960,1,0,,,,,,,
800,8000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",11000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",648,0,1960,1,0,,,,,,,
750,15500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
517,5000,833,1960,1,517,,,,,,,
209,2900,364,1960,1,209,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3024,206,1960,1,0,,,,,,,
780,10200,2409,1960,1,390,,,,,,,
1425,4000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",780,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4300,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3000,0,1960,1,0,,,,,,,
127,4000,80,1960,1,127,,,,,,,
330,4450,1575,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2400,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2840,0,1960,1,0,,,,,,,
556,1200,175,1960,1,278,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6100,0,1960,1,0,,,,,,,
339,,231,1960,1,339,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",780,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7000,0,1960,1,0,,,,,,,
340,1800,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3380,0,1960,1,0,,,,,,,
39,9600,1915,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6000,0,1960,1,0,,,,,,,
225,10500,1463,1960,1,0,,,,,,,
260,2850,48,1960,1,260,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1008,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2500,0,1960,1,0,,,,,,,
150,5470,0,1960,1,0,,,,,,,
948,1600,0,1960,1,0,,,,,,,
755,,560,1960,1,755,,,,,,,
335,7800,0,1960,1,0,,,,,,,
250,6000,0,1960,1,0,,,,,,,
245,5865,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3000,0,1960,1,0,,,,,,,
250,3625,2256,1960,1,250,,,,,,,
75,7000,0,1960,1,75,,,,,,,
988,3000,1209,1960,1,494,,,,,,,
900,19000,0,1960,1,0,,,,,,,
22,1500,655,1960,1,22,,,,,,,
60,6500,510,1960,1,30,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4740,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2100,134,1960,1,0,,,,,,,
350,10000,695,1960,1,0,,,,,,,
500,4514,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
705,2400,1534,1960,1,352.5,,,,,,,
265,,1008,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",9500,1650,1960,1,0,,,,,,,
400,3000,192,1960,1,400,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",10000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",8000,720,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1551,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4000,2208,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6060,0,1960,1,0,,,,,,,
400,6000,828,1960,1,400,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",11000,624,1960,1,0,,,,,,,
550,9500,0,1960,1,550,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7600,291,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",8900,1865,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",20532,41,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",8500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2280,0,1960,1,0,,,,,,,
1120,5600,0,1960,1,560,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6600,350,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",8220,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7000,540,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6000,1551,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5761,815,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2800,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3080,700,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",11000,0,1960,1,0,,,,,,,
266,,220,1960,1,266,,,,,,,
150,4980,72,1960,1,0,,,,,,,
550,8200,1005,1960,1,550,,,,,,,
275,6500,260,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3850,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2500,320,1960,1,0,,,,,,,
190,4000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3800,0,1960,1,0,,,,,,,
99,1182,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",9000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,416,1960,1,0,,,,,,,
1150,13200,5000,1960,1,0,,,,,,,
120,2300,1000,1960,1,120,,,,,,,
375,6400,403,1960,1,375,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",8500,0,1960,1,0,,,,,,,
355,1652,162,1960,1,355,,,,,,,
35,4600,47,1960,1,0,,,,,,,
390,6100,325,1960,1,390,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1040,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
600,10000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",10208,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5032,1300,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3500,25,1960,1,0,,,,,,,
182,5376,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,150,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",910,850,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",18000,0,1960,1,0,,,,,,,
427,20000,620,1960,1,427,,,,,,,
200,4924,0,1960,1,200,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6000,0,1960,1,0,,,,,,,
418,6220,1619,1960,1,418,,,,,,,
69,7477,104,1960,1,69,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1490,0,1960,1,0,,,,,,,
159,2300,29,1960,1,159,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6930,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3700,922,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2064,0,1960,1,0,,,,,,,
375,6500,1017,1960,1,375,,,,,,,
140,4300,612,1960,1,140,,,,,,,
650,10000,528,1960,1,325,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2516,542,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1100,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",612,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",492,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5000,114,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6300,0,1960,1,0,,,,,,,
115,6325,2040,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",18900,0,1960,1,0,,,,,,,
450,10275,832,1960,1,450,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2244,0,1960,1,0,,,,,,,
583,13000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",9700,700,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,1206,1960,1,0,,,,,,,
625,10000,1025,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",14900,858,1960,1,0,,,,,,,
482,8900,2138,1960,1,241,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4036,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",10000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5400,250,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5400,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5000,0,1960,1,0,,,,,,,
90,1020,600,1960,1,0,,,,,,,
1005,5335,0,1960,1,0,,,,,,,
185,10300,1200,1960,1,0,,,,,,,
169,1500,246,1960,1,169,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2244,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",28000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1200,0,1960,1,0,,,,,,,
215,2700,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",10000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5600,0,1960,1,0,,,,,,,
179,4900,530,1960,1,179,,,,,,,
174,3800,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",13000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",18700,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2086,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2556,919,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3450,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",3418,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4000,90,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6500,210,1960,1,0,,,,,,,
440,,15,1960,1,440,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4600,84,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2080,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2000,0,1960,1,0,,,,,,,
250,11000,192,1960,1,250,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",550,0,1960,1,0,,,,,,,
79,,0,1960,1,79,,,,,,,
175,7000,1837,1960,1,0,,,,,,,
1100,3800,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",1700,50,1960,1,0,,,,,,,
159,3380,276,1960,1,159,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",8100,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4500,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4000,0,1960,1,0,,,,,,,
245,3356,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",6074,0,1960,1,0,,,,,,,
819,5875,270,1960,1,819,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",5000,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",2080,379,1960,1,0,,,,,,,
719,9700,750,1960,1,719,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",4500,0,1960,1,0,,,,,,,
510,11000,0,1960,1,0,,,,,,,
200,2800,0,1960,1,0,,,,,,,
"AMOUNT OF TRADE-IN EQUALS TOTAL EXPENDITURE; INAP, (CODED 0 IN V195)",7127,0,1960,1,0,,,,,,,
