psu,weight,durable_price,durable,item_code1,item_code2,item_code3,item_code4,item_code5,item_code6,item_code_a1,item_code_a2,item_code_a3,payment_method,year,code_string,code_a_string,television,refrigerator,washing_machine,cook_stove,clothes_dryer,dishwasher,freezer,credit_use,psu2,city_cca
3950,31,269,269,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,39,
7714,30,230,230,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,77,Phoenix
3431,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,34,St. Paul
8804,29,130,90,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,88,
3015,34,149,149,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,30,
3025,31,115,115,2,4,0,0,0,0,0,0,0,2,1959,240000,000,0,1,0,1,0,0,0,1,30,
3647,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus
7808,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,78,
4524,32,220,220,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,45,
5609,32,230,230,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,56,Columbus
7072,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,70,
7071,31,175,175,6,0,0,0,0,0,0,0,0,2,1959,600000,000,0,0,0,0,1,0,0,1,70,
0223,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark
3711,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,37,
7079,62,410,260,2,0,0,0,0,0,0,0,0,1,1959,200000,000,0,1,0,0,0,0,0,0,70,
3744,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,37,
1708,31,0,0,1,3,5,0,0,0,0,0,0,2,1959,135000,000,1,0,1,0,0,0,0,1,17,Long Beach
0114,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,01,
1759,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach
-222,34,1500,1500,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,-2,Newark
0115,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,01,
9808,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,98,
5748,30,526,497,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,57,Denver
7070,31,0,55,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,70,
7069,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,70,
7041,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,70,
5620,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,56,Columbus
5625,31,275,275,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,56,Columbus
3113,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,
6506,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,65,
3323,34,439,439,5,&,0,0,0,0,4,5,0,1,1959,5&0000,450,0,0,0,0,0,0,0,0,33,
3552,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,35,Indianapolis
7740,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,77,Phoenix
3348,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,33,
3549,32,400,400,3,5,0,0,0,0,0,0,0,1,1959,350000,000,0,0,1,0,0,0,0,0,35,Indianapolis
5906,31,264,264,2,5,&,0,0,0,6,0,0,2,1959,25&000,600,0,1,0,0,0,0,0,1,59,
0739,28,409,409,&,0,0,0,0,0,3,0,0,2,1959,&00000,300,0,0,0,0,0,0,1,1,07,Long Beach
0772,30,104,104,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,07,Long Beach
0313,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,03,
0212,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark
1137,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark
1144,32,500,500,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,11,Newark
1151,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark
3827,34,420,420,1,4,5,0,0,0,0,0,0,2,1959,145000,000,1,0,0,1,0,0,0,1,38,
6939,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,69,
6940,31,249,249,5,8,0,0,0,0,0,0,0,1,1959,580000,000,0,0,0,0,0,0,0,0,69,
6226,35,529,419,1,2,0,0,0,0,0,0,0,2,1959,120000,000,1,1,0,0,0,0,0,1,62,
3320,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,33,
3115,35,350,350,5,0,0,0,0,0,0,0,0,-,1959,500000,000,0,0,0,0,0,0,0,0.5,31,
5017,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,50,
6134,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,61,
6135,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,61,
4931,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,49,
4931,28,350,350,3,5,0,0,0,0,0,0,0,3,1959,350000,000,0,0,1,0,0,0,0,0.5,49,
-417,31,2250,1750,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,-4,Chicago
1532,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,15,Chicago
3049,31,50,50,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,30,
3050,31,350,350,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,30,
5618,32,450,450,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,56,Columbus
5629,33,90,90,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,56,Columbus
3117,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,
8910,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,89,"Washington, D.C."
0820,35,700,700,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,08,"Washington, D.C."
0819,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,08,"Washington, D.C."
0818,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,08,"Washington, D.C."
0324,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,03,
8525,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,85,Duluth-Superior
3619,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus
0705,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach
-434,31,225,225,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,-4,Chicago
8908,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,89,"Washington, D.C."
8911,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,89,"Washington, D.C."
-410,35,115,115,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,-4,Chicago
-245,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-2,Newark
3720,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,37,
3742,30,3000,2875,2,5,0,0,0,0,0,0,0,1,1959,250000,000,0,1,0,0,0,0,0,0,37,
0123,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,01,
3051,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,
8527,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,85,Duluth-Superior
6211,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,62,
0502,31,2300,2300,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,05,Columbus
6229,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,62,
3313,35,50,50,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,33,
6228,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,62,
6227,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,62,
6833,31,762,762,1,4,0,0,0,0,0,0,0,2,1959,140000,000,1,0,0,1,0,0,0,1,68,
6917,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,69,
8526,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,85,Duluth-Superior
8809,31,28,28,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,88,
8813,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,88,
3648,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus
6838,31,320,320,3,&,0,0,0,0,2,0,0,3,1959,3&0000,200,0,0,1,0,0,0,0,0.5,68,
6439,33,150,130,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,64,
7074,31,360,360,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,70,
4759,31,139,139,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,47,Seattle
5738,32,222,222,1,5,0,0,0,0,0,0,0,2,1959,150000,000,1,0,0,0,0,0,0,1,57,Denver
4661,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus
4510,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,45,
8925,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,89,"Washington, D.C."
3430,33,155,155,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,34,St. Paul
7733,30,340,340,3,&,0,0,0,0,5,0,0,1,1959,3&0000,500,0,0,1,0,0,0,0,0,77,Phoenix
4650,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus
3151,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,
4523,32,364,364,5,0,0,0,0,0,0,0,0,3,1959,500000,000,0,0,0,0,0,0,0,0.5,45,
6619,31,250,250,6,0,0,0,0,0,0,0,0,2,1959,600000,000,0,0,0,0,1,0,0,1,66,
3128,34,135,135,6,0,0,0,0,0,0,0,0,1,1959,600000,000,0,0,0,0,1,0,0,0,31,
1111,32,143,143,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,11,Newark
1121,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark
1336,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,13,Newark
4527,32,45,45,5,&,0,0,0,0,5,0,0,-,1959,5&0000,500,0,0,0,0,0,0,0,0.5,45,
0233,29,350,350,1,&,0,0,0,0,2,0,0,1,1959,1&0000,200,1,0,0,0,0,0,0,0,02,Newark
0207,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark
4417,32,1120,1120,1,5,0,0,0,0,0,0,0,1,1959,150000,000,1,0,0,0,0,0,0,0,44,
4615,32,450,450,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,46,Columbus
4409,32,53,53,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,44,
4416,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,44,
5521,32,609,609,3,&,0,0,0,0,2,0,0,1,1959,3&0000,200,0,0,1,0,0,0,0,0,55,
9008,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,90,
9030,31,137,137,4,0,0,0,0,0,0,0,0,2,1959,400000,000,0,0,0,1,0,0,0,1,90,
5726,32,305,280,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,57,Denver
1112,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark
-110,29,335,335,5,&,0,0,0,0,3,5,0,1,1959,5&0000,350,0,0,0,0,0,0,1,0,-1,Newark
1114,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark
4611,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus
1115,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark
0325,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,03,
4106,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,41,
1530,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,15,Chicago
4644,33,468,418,6,&,0,0,0,0,6,0,0,2,1959,6&0000,600,0,0,0,0,1,0,0,1,46,Columbus
3652,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus
0415,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,04,
5831,31,470,470,3,6,0,0,0,0,0,0,0,3,1959,360000,000,0,0,1,0,1,0,0,0.5,58,
7739,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,77,Phoenix
4402,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,44,
1732,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach
5523,32,90,90,5,6,0,0,0,0,0,0,0,1,1959,560000,000,0,0,0,0,1,0,0,0,55,
5852,31,160,160,8,0,0,0,0,0,0,0,0,1,1959,800000,000,0,0,0,0,0,0,0,0,58,
3621,32,147,147,2,0,0,0,0,0,0,0,0,1,1959,200000,000,0,1,0,0,0,0,0,0,36,Columbus
3108,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,
3124,35,90,90,&,0,0,0,0,0,2,0,0,2,1959,&00000,200,0,0,0,0,0,0,0,1,31,
3154,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,
3052,31,80,80,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,30,
4651,33,170,170,1,5,0,0,0,0,0,0,0,1,1959,150000,000,1,0,0,0,0,0,0,0,46,Columbus
8926,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,89,"Washington, D.C."
8924,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,89,"Washington, D.C."
5832,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,58,
3452,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,34,St. Paul
3031,31,100,100,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,30,
4516,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,45,
1731,31,179,179,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,17,Long Beach
1730,31,238,238,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,17,Long Beach
0712,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach
0714,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach
0754,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach
-704,30,195,195,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,-7,San Jose
2716,31,400,300,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,27,San Jose
3543,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,35,Indianapolis
5520,32,274,274,&,0,0,0,0,0,5,0,0,1,1959,&00000,500,0,0,0,0,0,0,0,0,55,
4005,34,2800,2800,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,40,
5504,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,55,
4014,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,40,
7420,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,74,Wichita
4021,34,150,140,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,40,
-248,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-2,Newark
5833,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,58,
8812,31,0,0,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,88,
9016,31,250,225,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,90,
4247,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,42,
5732,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,57,Denver
5219,34,550,450,2,5,0,0,0,0,0,0,0,3,1959,250000,000,0,1,0,0,0,0,0,0.5,52,
4514,32,35,35,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,45,
5918,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,59,
5941,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,59,
-225,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-2,Newark
4011,34,220,220,7,0,0,0,0,0,0,0,0,2,1959,700000,000,0,0,0,0,0,1,0,1,40,
1926,40,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,19,"Washington, D.C."
5442,31,506,506,5,&,0,0,0,0,3,0,0,1,1959,5&0000,300,0,0,0,0,0,0,1,0,54,Columbus
7521,33,90,90,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,75,
1161,32,200,200,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,11,Newark
4216,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,42,
6233,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,62,
4818,34,114,89,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,48,
8505,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,85,Duluth-Superior
3007,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,
7905,29,20,20,4,0,0,0,0,0,0,0,0,1,1959,400000,000,0,0,0,1,0,0,0,0,79,
4012,34,544,469,4,5,8,0,0,0,0,0,0,3,1959,458000,000,0,0,0,1,0,0,0,0.5,40,
7918,31,135,135,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,79,
1518,33,270,270,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,15,Chicago
6433,33,180,180,5,&,0,0,0,0,1,0,0,1,1959,5&0000,100,0,0,0,0,0,0,0,0,64,
9006,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,90,
7094,31,200,135,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,70,
4765,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,47,Seattle
4710,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,47,Seattle
9822,31,199,199,2,5,0,0,0,0,0,0,0,2,1959,250000,000,0,1,0,0,0,0,0,1,98,
9827,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,98,
3921,34,0,0,&,0,0,0,0,0,1,0,0,2,1959,&00000,100,0,0,0,0,0,0,0,1,39,
3329,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,33,
4739,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,47,Seattle
-209,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-2,Newark
-203,34,115,115,4,&,0,0,0,0,3,0,0,1,1959,4&0000,300,0,0,0,1,0,0,1,0,-2,Newark
2721,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,27,San Jose
5522,32,73,73,5,&,0,0,0,0,5,0,0,1,1959,5&0000,500,0,0,0,0,0,0,0,0,55,
5648,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,56,Columbus
5621,31,100,100,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,56,Columbus
6605,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,66,
5820,31,87,87,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,58,
8502,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,85,Duluth-Superior
5224,35,140,140,&,0,0,0,0,0,5,0,0,2,1959,&00000,500,0,0,0,0,0,0,0,1,52,
6232,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,62,
1229,32,300,300,4,0,0,0,0,0,0,0,0,2,1959,400000,000,0,0,0,1,0,0,0,1,12,Newark
6551,31,79,79,&,0,0,0,0,0,1,0,0,1,1959,&00000,100,0,0,0,0,0,0,0,0,65,
1232,32,550,550,1,5,0,0,0,0,0,0,0,1,1959,150000,000,1,0,0,0,0,0,0,0,12,Newark
9010,31,291,291,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,90,
7519,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,75,
0124,31,260,260,5,&,0,0,0,0,5,0,0,1,1959,5&0000,500,0,0,0,0,0,0,0,0,01,
4817,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,48,
5938,31,165,165,4,0,0,0,0,0,0,0,0,1,1959,400000,000,0,0,0,1,0,0,0,0,59,
-258,34,420,420,6,8,0,0,0,0,0,0,0,1,1959,680000,000,0,0,0,0,1,0,0,0,-2,Newark
5829,31,235,235,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,58,
8530,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,85,Duluth-Superior
5503,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,55,
5611,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,56,Columbus
5624,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,56,Columbus
8831,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,88,
8817,31,200,180,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,88,
6507,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,65,
8508,31,0,399,2,5,0,0,0,0,0,0,0,1,1959,250000,000,0,1,0,0,0,0,0,0,85,Duluth-Superior
6102,34,559,509,1,2,&,0,0,0,2,0,0,2,1959,12&000,200,1,1,0,0,0,0,0,1,61,
0211,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark
0226,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark
3457,32,202,162,6,&,0,0,0,0,4,0,0,1,1959,6&0000,400,0,0,0,0,1,0,0,0,34,St. Paul
1158,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark
2623,33,450,375,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,26,
2623,36,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,
2623,36,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,
2623,36,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,
5026,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,50,
5026,39,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,50,
3916,34,0,350,2,0,0,0,0,0,0,0,0,1,1959,200000,000,0,1,0,0,0,0,0,0,39,
