weight,debt,durable,durable_debt,income,year,has_card,card_spend,card_bal,has_card_s,card_spend_s,card_bal_s
1,,0,0,16250,1977,0,0,0,,,
1,,889.246636612103,300,18750,1977,0,0,0,,,
1,,1888,0,37500,1977,1,3000,270,1,600,70
1,,1183,838,13750,1977,0,0,0,,,
1,,130,0,27500,1977,0,0,0,,,
1,,500,0,32500,1977,1,1800,90,1,,
1,,1380,700,23750,1977,1,960,580,1,960,300
1,,920,0,23750,1977,1,7092,89,1,1068,89
1,,400,0,10500,1977,0,0,0,,,
1,,1000,0,18750,1977,1,5700,950,1,,
1,,0,0,2500,1977,0,0,0,,,
1,,12000,12000,27500,1977,1,6000,250,1,,
1,,545,0,23750,1977,1,660,0,1,300,
1,,0,0,16250,1977,0,0,0,,,
1,,275,0,16250,1977,0,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,13750,1977,1,1020,0,1,300,
1,,0,0,1000,1977,0,0,0,,,
1,,1300,0,11750,1977,1,600,0,1,600,
1,,675,675,13750,1977,1,360,750,1,,600
1,,150,0,,1977,1,0,0,1,,
1,,350,350,21250,1977,1,240,60,1,240,60
1,,1500,0,,1977,0,0,0,,,
1,,280,280,13750,1977,1,900,395,1,,320
1,,150,0,13750,1977,1,0,0,,,
1,,625,0,37500,1977,1,0,0,,,
1,,2789,2200,21250,1977,1,120,900,1,,200
1,,1575,0,16250,1977,1,3300,275,,,
1,,3000,2300,27500,1977,1,4632,100,1,12,
1,,0,0,11750,1977,1,0,0,1,,
1,,0,0,2500,1977,0,0,0,,,
1,,858,0,18750,1977,1,3240,0,1,2400,
1,,1800,1800,23750,1977,1,600,750,1,,700
1,,0,0,11750,1977,0,0,0,,,
1,,160,0,21250,1977,1,0,0,1,,
1,,2695,2385,11750,1977,0,0,0,,,
1,,400,0,18750,1977,1,516,240,1,516,140
1,,0,0,,1977,0,0,0,,,
1,,0,0,13750,1977,1,0,0,1,,
1,,1583,745,27500,1977,1,2340,4,1,720,4
1,,0,0,,1977,0,0,0,,,
1,,0,0,13750,1977,1,0,0,1,,
1,,0,0,,1977,1,3924,0,1,144,
1,,129,129,13750,1977,0,0,0,,,
1,,544,0,5500,1977,0,0,0,,,
1,,1700,0,32500,1977,1,1200,380,1,,80
1,,0,0,1000,1977,0,0,0,,,
1,,0,0,,1977,1,0,0,1,,
1,,600,0,32500,1977,1,1200,1350,1,,250
1,,0,0,21250,1977,0,0,0,,,
1,,900,0,32500,1977,1,720,0,,,
1,,300,0,37500,1977,1,6000,900,1,,
1,,0,0,6750,1977,1,0,0,1,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,8250,1977,1,192,40,1,,40
1,,300,0,6750,1977,1,480,0,,,
1,,900,0,5500,1977,0,0,0,,,
1,,1400,1400,27500,1977,0,0,0,,,
1,,865,0,,1977,1,8220,0,1,600,
1,,2200,0,,1977,0,0,0,,,
1,,520,0,32500,1977,1,1740,890,1,600,40
1,,500,0,4500,1977,1,324,27,1,324,27
1,,1159,0,16250,1977,1,2736,228,1,336,28
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,325,0,13750,1977,1,0,0,1,,
1,,0,0,,1977,1,1440,120,1,,
1,,0,0,32500,1977,1,2736,0,1,2400,
1,,849,368,21250,1977,1,1200,500,1,,
1,,0,0,10500,1977,0,0,0,,,
1,,75,0,23750,1977,1,2820,0,1,600,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,18750,1977,1,4800,0,1,1200,
1,,0,0,,1977,1,0,0,1,,
1,,2650,0,32500,1977,1,6000,0,1,1200,
1,,600,400,8250,1977,1,240,10,1,240,10
1,,1650,1450,13750,1977,1,72,0,,,
1,,0,0,23750,1977,1,0,0,1,,
1,,720,400,18750,1977,1,840,2060,1,,650
1,,1918,1918,11750,1977,0,0,0,,,
1,,400,0,3500,1977,0,0,0,,,
1,,0,0,,1977,1,0,0,1,,
1,,649,649,13750,1977,0,0,0,,,
1,,500,500,,1977,1,2040,25,1,600,25
1,,579,579,18750,1977,1,0,0,1,,
1,,0,0,,1977,1,1200,100,1,,
1,,725,475,32500,1977,1,0,150,,,
1,,631,0,21250,1977,1,3360,280,1,360,30
1,,500,500,6750,1977,1,0,60,1,,60
1,,61,0,13750,1977,1,60,65,1,,
1,,548,0,23750,1977,1,444,230,1,444,130
1,,275,0,18750,1977,1,6000,1000,1,,
1,,876,556,16250,1977,1,1500,109,1,1500,109
1,,800,0,,1977,1,0,0,1,,
1,,0,0,3500,1977,1,0,0,1,,
1,,500,0,21250,1977,0,0,0,,,
1,,638,250,16250,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,700,0,16250,1977,1,600,0,1,,
1,,0,0,8250,1977,1,360,150,1,360,150
1,,784,0,21250,1977,1,360,0,1,360,
1,,0,0,3500,1977,0,0,0,,,
1,,800,0,21250,1977,1,120,100,1,120,100
1,,350,0,8250,1977,0,0,0,,,
1,,400,0,,1977,1,0,0,,,
1,,270,0,21250,1977,1,0,0,1,,
1,,1646.52974571958,960,8250,1977,0,0,0,,,
1,,300,0,5500,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,13750,1977,0,0,0,,,
1,,65,0,11750,1977,0,0,0,,,
1,,400,0,10500,1977,1,0,0,,,
1,,0,0,,1977,1,0,0,1,,
1,,0,0,37500,1977,1,1932,0,1,420,
1,,1438,0,27500,1977,0,0,0,,,
1,,580,0,21250,1977,1,180,0,1,,
1,,700,0,,1977,1,0,0,1,,
1,,2356,2356,13750,1977,1,1920,80,1,960,60
1,,175,0,11750,1977,1,0,0,1,,
1,,295,0,2500,1977,0,0,0,,,
1,,937,587,27500,1977,0,0,0,,,
1,,0,0,16250,1977,1,1896,700,1,,
1,,750,0,18750,1977,1,0,0,1,,
1,,0,0,,1977,1,420,15,1,,
1,,400,0,16250,1977,1,0,0,1,,
1,,0,0,,1977,0,0,0,,,
1,,250,0,10500,1977,1,0,40,1,,20
1,,9700,0,32500,1977,1,0,0,1,,
1,,3273.86995491815,890,9500,1977,1,0,0,1,,
1,,900,0,27500,1977,1,276,200,1,276,
1,,0,0,5500,1977,0,0,0,,,
1,,110,0,18750,1977,0,0,0,,,
1,,898,0,8250,1977,0,0,0,,,
1,,300,0,8250,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,0,0,32500,1977,1,0,80,1,,80
1,,400,0,5500,1977,0,0,0,,,
1,,600,600,10500,1977,1,840,70,,,
1,,0,0,5500,1977,0,0,0,,,
1,,0,0,10500,1977,1,0,0,1,,
1,,0,0,13750,1977,0,0,0,,,
1,,0,0,18750,1977,1,480,250,1,480,250
1,,250,0,23750,1977,1,6720,560,1,720,60
1,,0,0,21250,1977,1,3600,900,1,,200
1,,400,0,,1977,1,540,45,1,540,45
1,,1850,0,,1977,1,2580,0,1,1800,
1,,1300,0,37500,1977,1,4020,335,1,300,25
1,,0,0,27500,1977,1,540,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,764,0,,1977,0,0,0,,,
1,,0,0,16250,1977,1,0,300,1,,
1,,1140,815,32500,1977,1,15000,0,1,600,
1,,0,0,,1977,0,0,0,,,
1,,130,0,,1977,0,0,0,,,
1,,0,0,18750,1977,1,1860,800,1,300,
1,,650,0,37500,1977,1,3144,300,1,600,
1,,1160,910,8250,1977,1,480,40,,,
1,,697,0,18750,1977,0,0,0,,,
1,,0,0,62500,1977,1,21780,0,1,,
1,,90,0,10500,1977,0,0,0,,,
1,,0,0,8250,1977,1,0,0,,,
1,,125,125,1000,1977,0,0,0,,,
1,,45,0,8250,1977,1,480,125,1,180,15
1,,0,0,8250,1977,1,300,0,,,
1,,2000,0,32500,1977,1,9000,500,,,
1,,0,0,1000,1977,1,360,0,1,,
1,,150,0,1000,1977,0,0,0,,,
1,,0,0,13750,1977,0,0,0,,,
1,,0,0,9500,1977,1,7416,0,1,1260,
1,,600,0,27500,1977,1,1668,150,1,180,150
1,,0,0,13750,1977,1,480,0,1,,
1,,430,150,8250,1977,1,0,600,1,,
1,,739,739,8250,1977,1,300,439,1,300,439
1,,0,0,2500,1977,0,0,0,,,
1,,600,0,6750,1977,1,144,0,,,
1,,120,0,16250,1977,1,0,0,1,,
1,,1120,0,37500,1977,1,840,100,1,,100
1,,600,600,27500,1977,1,2580,450,1,600,150
1,,0,0,21250,1977,0,0,0,,,
1,,0,0,5500,1977,1,0,160,1,,160
1,,0,0,9500,1977,1,0,120,1,,120
1,,400,400,13750,1977,0,0,0,,,
1,,1014,0,11750,1977,1,0,100,1,,51
1,,2935,1135,13750,1977,1,0,220,,,
1,,500,500,21250,1977,1,0,0,1,,
1,,500,0,6750,1977,1,360,0,1,360,
1,,129,0,18750,1977,0,0,0,,,
1,,375,0,10500,1977,0,0,0,,,
1,,0,0,9500,1977,1,120,0,1,120,
1,,0,0,5500,1977,0,0,0,,,
1,,0,0,,1977,1,3480,300,1,1200,100
1,,0,0,18750,1977,1,2400,500,1,,
1,,2020,600,13750,1977,1,540,0,1,,
1,,100,0,21250,1977,1,60,500,1,,
1,,0,0,23750,1977,1,720,900,1,504,300
1,,300,300,23750,1977,1,1800,100,1,1800,100
1,,490,0,11750,1977,0,0,0,,,
1,,250,0,18750,1977,1,300,200,1,300,200
1,,409,409,16250,1977,1,3600,0,1,,
1,,0,0,,1977,1,1800,0,1,,
1,,770,770,11750,1977,1,600,700,,,
1,,0,0,3500,1977,0,0,0,,,
1,,230,0,16250,1977,1,0,1736,1,,450
1,,0,0,2500,1977,1,0,0,1,,
1,,0,0,13750,1977,1,0,0,1,,
1,,585,0,16250,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,1550,750,23750,1977,1,900,780,1,,400
1,,412,0,3500,1977,1,600,0,1,600,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,6750,1977,0,0,0,,,
1,,800,500,16250,1977,1,0,0,,,
1,,190,0,13750,1977,1,0,500,1,,500
1,,75,0,2500,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,10500,1977,1,0,0,,,
1,,205,0,21250,1977,,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,225,225,27500,1977,1,3000,50,1,3000,50
1,,0,0,27500,1977,1,4800,600,1,1200,100
1,,1000,1000,23750,1977,1,840,300,1,240,
1,,0,0,13750,1977,0,0,0,,,
1,,315,0,16250,1977,1,120,10,1,120,10
1,,535,0,13750,1977,0,0,0,,,
1,,350,0,13750,1977,0,0,0,,,
1,,1390,380,23750,1977,1,0,330,1,,330
1,,0,0,13750,1977,0,0,0,,,
1,,725,0,13750,1977,0,0,0,,,
1,,0,0,11750,1977,1,768,550,1,420,250
1,,500,0,21250,1977,1,1200,200,1,1200,200
1,,0,0,16250,1977,1,396,0,1,,
1,,0,0,18750,1977,1,0,75,1,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,750,150,27500,1977,1,0,300,1,,300
1,,1050,0,13750,1977,1,1332,300,1,312,
1,,0,0,8250,1977,1,2556,0,1,,
1,,0,0,2500,1977,1,0,0,1,,
1,,0,0,4500,1977,0,0,0,,,
1,,200,0,11750,1977,0,0,0,,,
1,,0,0,5500,1977,0,0,0,,,
1,,2675,0,18750,1977,1,17400,850,1,13200,500
1,,0,0,13750,1977,0,0,0,,,
1,,460,460,8250,1977,0,0,0,,,
1,,0,0,11750,1977,0,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,235,235,9500,1977,1,0,0,1,,
1,,500,0,3500,1977,0,0,0,,,
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,400,0,9500,1977,0,0,0,,,
1,,0,0,9500,1977,1,0,0,1,,
1,,139,0,8250,1977,1,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,799,799,16250,1977,1,720,300,1,,
1,,0,0,4500,1977,1,0,0,1,,
1,,895,425,4500,1977,1,720,0,,,
1,,1012,0,27500,1977,1,4704,9,1,984,
1,,4206.98654644841,1850,23750,1977,1,360,1600,1,,1500
1,,0,0,11750,1977,0,0,0,,,
1,,600,600,10500,1977,1,1440,290,,240,90
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,0,0,23750,1977,1,456,300,,456,300
1,,890,0,,1977,1,6912,0,1,2304,
1,,0,0,5500,1977,0,0,0,,,
1,,364,364,13750,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,6750,1977,1,0,0,1,,
1,,600,0,27500,1977,1,1668,150,1,180,150
1,,382,382,3500,1977,0,0,0,,,
1,,660,380,1000,1977,1,0,0,1,,
1,,1181,0,16250,1977,1,4080,295,1,,
1,,0,0,8250,1977,0,0,0,,,
1,,500,300,8250,1977,1,1260,100,1,,
1,,600,0,11750,1977,0,0,0,,,
1,,1080,1080,13750,1977,1,660,1120,1,300,110
1,,0,0,32500,1977,0,0,0,,,
1,,700,0,32500,1977,1,4308,0,1,108,
1,,387,0,13750,1977,1,684,0,1,,
1,,624,589,8250,1977,1,180,0,1,,
1,,300,300,18750,1977,1,420,0,1,,
1,,1354,0,32500,1977,1,0,0,1,,
1,,299,299,4500,1977,1,1680,40,1,1680,40
1,,0,0,23750,1977,1,240,0,1,240,
1,,0,0,21250,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,3550,350,27500,1977,1,12720,500,1,6000,500
1,,762,612,16250,1977,0,0,0,,,
1,,200,0,2500,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,8250,1977,1,1800,0,1,1800,
1,,385,0,18750,1977,1,2160,0,1,2160,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,8250,1977,1,1440,120,1,1440,120
1,,585,585,16250,1977,1,696,585,1,696,585
1,,3950,0,16250,1977,1,216,18,,,
1,,0,0,18750,1977,1,0,0,1,,
1,,1095,1095,8250,1977,0,0,0,,,
1,,0,0,8250,1977,0,0,0,,,
1,,413,249,11750,1977,0,0,0,,,
1,,0,0,23750,1977,1,1020,200,1,540,200
1,,600,0,10500,1977,1,300,0,,,
1,,2300,2300,32500,1977,1,1800,150,1,,
1,,650,0,16250,1977,1,4320,0,1,600,
1,,0,0,2500,1977,1,816,900,,,
1,,1600,0,32500,1977,1,1080,0,1,180,
1,,60,0,,1977,1,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,650,0,4500,1977,0,0,0,,,
1,,700,700,13750,1977,1,0,80,1,,80
1,,0,0,21250,1977,0,0,0,,,
1,,0,0,62500,1977,0,0,0,,,
1,,0,0,13750,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,32500,1977,1,3600,0,1,420,
1,,399,0,11750,1977,1,2400,200,1,,
1,,0,0,11750,1977,1,1200,100,1,1200,100
1,,320,320,32500,1977,1,2052,0,1,1164,
1,,99,0,,1977,1,1224,0,,,
1,,1100,950,32500,1977,1,2400,1000,1,2400,1000
1,,0,0,6750,1977,1,420,35,,,
1,,0,0,11750,1977,0,0,0,,,
1,,8500,0,8250,1977,1,1200,100,1,,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,13750,1977,0,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,212,0,23750,1977,1,0,31,1,,31
1,,900,0,4500,1977,1,360,0,,,
1,,0,0,21250,1977,1,0,30,1,,30
1,,0,0,,1977,0,0,0,,,
1,,250,0,11750,1977,1,720,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,2068,0,27500,1977,1,8280,0,1,3000,
1,,325,0,9500,1977,1,0,0,,,
1,,7400,7000,16250,1977,1,960,0,1,,
1,,0,0,,1977,1,2400,0,1,2400,
1,,387,0,13750,1977,0,0,0,,,
1,,0,0,6750,1977,0,0,0,,,
1,,7250,7250,18750,1977,1,420,500,1,420,500
1,,0,0,16250,1977,1,624,700,1,144,200
1,,5500,0,18750,1977,1,0,0,1,,
1,,0,0,21250,1977,0,0,0,,,
1,,0,0,9500,1977,1,0,0,1,,
1,,471.300717404415,159,13750,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,250,250,6750,1977,1,0,700,1,,700
1,,1350,0,10500,1977,1,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,563,0,23750,1977,1,2400,0,,,
1,,1100,1100,16250,1977,1,1200,250,1,1200,250
1,,0,0,,1977,1,3000,200,1,,
1,,885,0,32500,1977,1,1800,150,1,,150
1,,0,0,,1977,0,0,0,,,
1,,0,0,10500,1977,1,540,400,1,,
1,,0,0,18750,1977,1,2400,1050,1,1428,600
1,,240,0,11750,1977,1,300,50,1,300,50
1,,1280,0,62500,1977,0,0,0,,,
1,,1169,0,,1977,1,948,67,1,,
1,,0,0,13750,1977,0,0,0,,,
1,,2400,0,11750,1977,0,0,0,,,
1,,0,0,18750,1977,1,6900,500,1,,
1,,600,600,32500,1977,1,2940,1050,1,,
1,,0,0,10500,1977,0,0,0,,,
1,,0,0,2500,1977,1,0,100,1,,100
1,,0,0,37500,1977,1,1200,100,1,,
1,,0,0,2500,1977,0,0,0,,,
1,,840,400,18750,1977,1,1200,500,1,,
1,,1810,300,32500,1977,1,2400,800,1,2400,650
1,,6250,0,37500,1977,1,11280,0,1,,
1,,0,0,27500,1977,1,0,28,1,,28
1,,977,977,16250,1977,0,0,0,,,
1,,0,0,3500,1977,1,0,0,,,
1,,1100,0,,1977,1,900,75,,,
1,,500,500,23750,1977,1,480,2000,1,480,2000
1,,800,0,62500,1977,1,3600,0,1,2400,
1,,0,0,11750,1977,1,1200,100,,,
1,,190,0,9500,1977,1,1020,85,1,,
1,,1600,0,23750,1977,1,1080,50,1,,
1,,0,0,18750,1977,0,0,0,,,
1,,0,0,,1977,1,0,0,1,,
1,,103,103,6750,1977,1,360,0,1,,
1,,0,0,,1977,1,8880,0,1,480,
1,,1008,0,21250,1977,1,420,310,1,,200
1,,0,0,8250,1977,1,1620,0,1,,
1,,0,0,,1977,1,1920,0,1,600,
1,,350,0,10500,1977,0,0,0,,,
1,,4320,360,23750,1977,1,2460,300,1,2400,300
1,,850,0,23750,1977,1,960,120,1,240,20
1,,0,0,11750,1977,1,360,0,1,360,
1,,595,595,9500,1977,1,0,30,1,,30
1,,10390,8540,37500,1977,1,6000,0,1,1200,
1,,510,0,6750,1977,1,576,93,1,,
1,,800,0,62500,1977,1,2604,350,1,240,70
1,,0,0,8250,1977,1,1320,144,1,888,74
1,,716,0,8250,1977,0,0,0,,,
1,,0,0,,1977,1,0,0,1,,
1,,0,0,,1977,1,0,0,1,,
1,,812,393,13750,1977,1,3000,1006,1,,6
1,,0,0,,1977,1,0,100,1,,100
1,,350,0,11750,1977,1,0,130,1,,130
1,,0,0,13750,1977,1,96,0,1,,
1,,1156,458,18750,1977,1,1200,150,1,,50
1,,0,0,10500,1977,1,1800,119,1,,
1,,0,0,23750,1977,0,0,0,,,
1,,0,0,16250,1977,1,1500,125,1,1200,100
1,,500,0,18750,1977,0,0,0,,,
1,,1600,0,37500,1977,1,7800,600,1,7200,600
1,,0,0,18750,1977,1,0,430,1,,430
1,,2143,0,10500,1977,1,0,0,1,,
1,,0,0,10500,1977,0,0,0,,,
1,,0,0,,1977,1,168,0,1,60,
1,,0,0,16250,1977,1,600,20,1,600,20
1,,1150,1150,16250,1977,1,0,675,1,,400
1,,900,0,18750,1977,1,0,200,,,
1,,400,0,27500,1977,1,2100,175,1,,
1,,600,0,10500,1977,1,444,0,1,,
1,,0,0,23750,1977,1,2100,175,,,
1,,800,0,37500,1977,1,3600,0,1,,
1,,175,0,5500,1977,0,0,0,,,
1,,750,750,23750,1977,1,1200,0,1,1200,
1,,3750,0,37500,1977,1,4200,0,1,1800,
1,,0,0,,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,675,0,37500,1977,1,960,0,1,960,
1,,0,0,,1977,0,0,0,,,
1,,2700,0,,1977,1,2976,0,1,720,
1,,250,0,8250,1977,0,0,0,,,
1,,225,0,,1977,0,0,0,,,
1,,1200,0,16250,1977,1,1080,1830,1,720,1800
1,,0,0,8250,1977,1,0,0,,,
1,,450,450,13750,1977,1,1980,175,1,1980,175
1,,4600,0,21250,1977,1,1200,100,1,,
1,,400,0,5500,1977,1,720,0,,,
1,,0,0,9500,1977,0,0,0,,,
1,,0,0,21250,1977,1,720,0,1,,
1,,0,0,16250,1977,1,240,428,1,,28
1,,1550,0,21250,1977,1,4152,886,1,3600,700
1,,0,0,27500,1977,0,0,0,,,
1,,640,0,,1977,1,1956,0,,,
1,,388,0,9500,1977,0,0,0,,,
1,,2400,2400,18750,1977,0,0,0,,,
1,,0,0,16250,1977,1,0,70,1,,
1,,800,0,9500,1977,1,1200,149,1,1200,149
1,,125,0,27500,1977,1,360,840,1,360,840
1,,169,169,4500,1977,1,360,30,1,360,30
1,,1224,599,9500,1977,1,960,40,1,960,40
1,,3760,260,18750,1977,1,0,850,1,,450
1,,0,0,13750,1977,1,2964,1750,1,2364,550
1,,300,300,13750,1977,0,0,0,,,
1,,390,390,10500,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,830,0,11750,1977,1,1848,517,1,804,167
1,,200,0,11750,1977,1,0,0,1,,
1,,460,460,23750,1977,1,204,0,1,,
1,,0,0,21250,1977,1,300,1012,1,156,650
1,,0,0,13750,1977,1,360,0,1,300,
1,,0,0,16250,1977,1,960,300,1,,
1,,435,0,21250,1977,1,1020,45,1,,25
1,,562,0,27500,1977,1,0,0,1,,
1,,300,0,,1977,1,660,0,1,,
1,,0,0,27500,1977,0,0,0,,,
1,,700,0,27500,1977,1,0,0,1,,
1,,698,50,27500,1977,1,4164,0,1,2400,
1,,0,0,1000,1977,0,0,0,,,
1,,0,0,4500,1977,1,0,7,1,,7
1,,0,0,37500,1977,1,0,0,1,,
1,,770,350,10500,1977,1,6048,613,1,6048,613
1,,0,0,13750,1977,0,0,0,,,
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,8250,1977,1,0,0,1,,
1,,232,0,62500,1977,1,2640,250,1,240,250
1,,60,0,23750,1977,0,0,0,,,
1,,419,0,11750,1977,1,132,11,,,
1,,198,0,16250,1977,1,0,0,1,,
1,,0,0,11750,1977,1,1200,2480,1,,1900
1,,0,0,18750,1977,1,0,700,1,,500
1,,1150,0,27500,1977,1,0,250,1,,250
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,23750,1977,1,1440,590,1,720,250
1,,0,0,10500,1977,0,0,0,,,
1,,0,0,27500,1977,1,4644,150,1,3180,150
1,,0,0,62500,1977,1,64200,2650,1,,
1,,600,0,13750,1977,0,0,0,,,
1,,0,0,13750,1977,1,0,0,,,
1,,0,0,,1977,1,5904,0,,,
1,,1589.2466366121,1000,13750,1977,1,1200,0,1,,
1,,26500,0,62500,1977,1,11040,0,1,3600,
1,,0,0,,1977,0,0,0,,,
1,,50,0,6750,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,518,0,5500,1977,0,0,0,,,
1,,923,0,16250,1977,0,0,0,,,
1,,0,0,,1977,1,4800,0,,,
1,,150,150,6750,1977,1,1800,0,1,1800,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,16250,1977,1,0,0,1,,
1,,400,0,10500,1977,1,480,130,1,480,130
1,,0,0,3500,1977,1,0,0,,,
1,,0,0,13750,1977,1,0,70,1,,70
1,,0,0,4500,1977,1,0,0,1,,
1,,0,0,,1977,1,0,0,1,,
1,,129,0,8250,1977,0,0,0,,,
1,,350,0,10500,1977,0,0,0,,,
1,,0,0,18750,1977,1,0,0,1,,
1,,0,0,11750,1977,1,0,0,1,,
1,,500,0,18750,1977,1,240,0,1,,
1,,1132,0,10500,1977,0,0,0,,,
1,,1300,1300,10500,1977,1,0,0,1,,
1,,0,0,6750,1977,0,0,0,,,
1,,4500,4000,16250,1977,1,1080,600,1,,
1,,450,0,,1977,0,0,0,,,
1,,0,0,37500,1977,1,2400,200,1,,
1,,0,0,,1977,1,1080,0,1,1080,
1,,4470,0,37500,1977,1,0,0,1,,
1,,0,0,16250,1977,1,1608,250,1,,
1,,2475,0,37500,1977,1,43920,2843,1,36000,2700
1,,3970,3970,11750,1977,0,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,5500,1977,0,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,120,120,1000,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,4009,4009,16250,1977,1,0,0,1,,
1,,0,0,16250,1977,1,948,700,1,,500
1,,0,0,5500,1977,1,0,0,1,,
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,0,0,1000,1977,0,0,0,,,
1,,0,0,11750,1977,1,0,0,1,,
1,,2320,2100,62500,1977,1,7620,0,1,1200,
1,,0,0,,1977,0,0,0,,,
1,,0,0,9500,1977,0,0,0,,,
1,,100,0,5500,1977,0,0,0,,,
1,,1800,1350,21250,1977,1,516,43,1,516,43
1,,350,0,21250,1977,1,3000,0,,,
1,,450,0,16250,1977,1,0,77,1,,77
1,,125,0,13750,1977,1,0,40,1,,40
1,,394,0,,1977,0,0,0,,,
1,,515,90,62500,1977,1,1800,0,1,1200,
1,,1130,0,37500,1977,1,2400,0,1,300,
1,,970,640,16250,1977,1,15120,1260,1,720,60
1,,1000,0,23750,1977,1,2040,0,1,240,
1,,0,0,21250,1977,1,4080,1035,1,1200,600
1,,550,0,13750,1977,1,1260,0,1,,
1,,4000,0,6750,1977,1,0,0,1,,
1,,0,0,16250,1977,0,0,0,,,
1,,6100,4000,,1977,0,0,0,,,
1,,8875,8000,,1977,0,0,0,,,
1,,823,600,23750,1977,1,5700,0,1,1440,
1,,427,0,27500,1977,1,4440,782,1,4440,370
1,,530,0,,1977,1,1200,0,1,,
1,,325,0,13750,1977,1,0,140,1,,140
1,,0,0,13750,1977,0,0,0,,,
1,,2350,2000,10500,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,2141,1000,32500,1977,1,12000,1000,1,12000,1000
1,,955,0,16250,1977,0,0,0,,,
1,,119,0,2500,1977,0,0,0,,,
1,,3450,0,10500,1977,1,360,200,1,360,200
1,,1200,1100,11750,1977,1,0,1500,1,,1500
1,,1115,295,11750,1977,1,312,476,1,,
1,,25,0,16250,1977,1,0,75,1,,15
1,,250,0,18750,1977,1,960,100,1,240,20
1,,0,0,23750,1977,1,1944,150,1,360,30
1,,400,0,,1977,0,0,0,,,
1,,600,0,18750,1977,1,1140,0,1,420,
1,,1300,0,16250,1977,0,0,0,,,
1,,250,250,9500,1977,1,6720,1500,1,4800,700
1,,580,0,8250,1977,1,600,0,1,600,
1,,1800,1800,21250,1977,1,1440,400,1,240,200
1,,742,742,9500,1977,0,0,0,,,
1,,2964.15545537368,1000,4500,1977,0,0,0,,,
1,,665,0,11750,1977,0,0,0,,,
1,,1191,1191,6750,1977,0,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,0,0,,1977,1,6420,0,1,,
1,,546,279,11750,1977,0,0,0,,,
1,,79,0,8250,1977,1,0,0,1,,
1,,200,0,2500,1977,1,0,0,,,
1,,0,0,11750,1977,0,0,0,,,
1,,200,0,23750,1977,1,1560,20,1,360,20
1,,0,0,13750,1977,0,0,0,,,
1,,0,0,6750,1977,1,420,82,1,,75
1,,2313,300,32500,1977,1,2160,200,1,,
1,,2100,0,27500,1977,1,7800,0,1,,
1,,260,0,9500,1977,0,0,0,,,
1,,0,0,,1977,1,0,800,,,
1,,1650,0,27500,1977,1,564,32,1,,
1,,1935,290,37500,1977,1,10068,0,1,1200,
1,,0,0,6750,1977,0,0,0,,,
