weight,psu2,hh_size,age_category,race,gender,ar_bor,mortgage_bor,installment_debt,better_off,auto,auto_bor,bank_auto_bor,durable,durable_bor,bank_durable_bor,item_name,refrigerator,washing_machine,radio,cook_stove,durable_price,payment_method,credit_use,income,year,loc_type,refrigerator_credit_use,radio_credit_use,freezer,television,television_credit_use,washing_machine_credit_use,dishwasher,clothes_dryer,credit_good,age_category2,cook_stove_credit_use,item_code1,item_code2,item_code3,item_code4,item_code5,item_code6,item_code_a1,item_code_a2,item_code_a3,code_string,code_a_string,psu,age,air_conditioner,sewing_machine,psu3,bw_television,color_television,bw_television_credit_use,bw_television_price,color_television_credit_use,color_television_price,refrigerator_price,washing_machine_price,cook_stove_price,clothes_dryer_credit_use,clothes_dryer_price,dishwasher_credit_use,dishwasher_price,air_conditioner_credit_use,air_conditioner_price,state
,41,,,,,,,,,,,,218,,,,0,1,0,0,218,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,AR
,53,,,,,,,,,,,,65,,,,0,1,0,0,75,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,72,,,,,,,,,,,,620,,,,0,0,0,0,720,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IA
,72,,,,,,,,,,,,1690,,,,1,1,0,1,1690,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IA
,76,,,,,,,,,,,,192,,,,0,0,0,0,192,1,0,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MN
,30,,,,,,,,,,,,150,,,,0,0,0,0,150,2,1,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MD
,42,,,,,,,,,,,,342,,,,1,0,0,0,417,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NC
,44,,,,,,,,,,,,225,,,,0,0,0,0,225,2,1,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,AL
,70,,,,,,,,,,,,725,,,,0,0,0,0,725,1,0,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,92,,,,,,,,,,,,1599,,,,1,0,0,0,1599,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,ME
,39,,,,,,,,,,,,15,,,,1,0,0,0,15,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,TX
,39,,,,,,,,,,,,135,,,,0,0,0,0,135,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,TX
,74,,,,,,,,,,,,180,,,,0,0,0,0,180,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,OH
,01,,,,,,,,,,,,60,,,,0,0,0,0,60,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CA
,10,,,,,,,,,,,,650,,,,0,1,0,1,650,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IL
,29,,,,,,,,,,,,509,,,,0,0,1,0,509,3,0.5,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,PA
,30,,,,,,,,,,,,200,,,,0,1,0,0,200,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MD
,39,,,,,,,,,,,,1475,,,,1,0,0,1,1500,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,TX
,83,,,,,,,,,,,,720,,,,1,0,0,1,720,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OR
,10,,,,,,,,,,,,500,,,,1,1,0,0,500,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IL
,21,,,,,,,,,,,,1275,,,,0,0,0,0,1275,1,0,,1963,,,,0,1,,,1,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,NY
,21,,,,,,,,,,,,180,,,,0,1,0,0,180,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NY
,82,,,,,,,,,,,,372,,,,0,1,0,0,372,1,0,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,WA
,41,,,,,,,,,,,,174,,,,0,0,0,0,174,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,AR
,53,,,,,,,,,,,,465,,,,1,1,0,0,465,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,45,,,,,,,,,,,,257,,,,1,0,0,0,257,3,0.5,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,TX
,67,,,,,,,,,,,,285,,,,0,0,0,0,330,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MO
,39,,,,,,,,,,,,883,,,,0,1,0,0,883,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,TX
,71,,,,,,,,,,,,340,,,,0,0,0,0,340,2,1,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,11,,,,,,,,,,,,700,,,,0,1,0,0,700,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IL
,55,,,,,,,,,,,,300,,,,0,0,0,0,300,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,VA
,81,,,,,,,,,,,,670,,,,0,0,0,0,670,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,UT
,10,,,,,,,,,,,,588,,,,1,0,0,0,588,3,0.5,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,IL
,83,,,,,,,,,,,,403,,,,0,0,0,1,508,3,0.5,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OR
,95,,,,,,,,,,,,498,,,,0,0,0,0,498,2,1,,1963,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NJ
,95,,,,,,,,,,,,260,,,,0,0,0,0,260,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NJ
,45,,,,,,,,,,,,129,,,,0,0,0,0,129,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,TX
,49,,,,,,,,,,,,125,,,,0,0,0,0,139,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,TX
,50,,,,,,,,,,,,269,,,,0,0,0,0,269,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,LA
,71,,,,,,,,,,,,225,,,,0,0,0,0,225,1,0,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,00,,,,,,,,,,,,137,,,,1,0,0,0,137,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CA
,10,,,,,,,,,,,,250,,,,0,0,0,0,250,1,0,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IL
,20,,,,,,,,,,,,195,,,,0,1,0,0,195,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NY
,23,,,,,,,,,,,,545,,,,0,0,0,0,545,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NY
,83,,,,,,,,,,,,45,,,,0,0,0,1,45,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OR
,24,,,,,,,,,,,,643,,,,0,0,0,0,643,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NJ
,39,,,,,,,,,,,,260,,,,0,0,0,0,260,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,TX
,44,,,,,,,,,,,,85,,,,0,1,0,0,85,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,AL
,14,,,,,,,,,,,,305,,,,1,0,0,0,315,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MO
,24,,,,,,,,,,,,325,,,,0,0,0,1,325,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NJ
,30,,,,,,,,,,,,275,,,,1,0,0,0,275,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MD
,00,,,,,,,,,,,,935,,,,1,0,1,0,935,3,0.5,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CA
,12,,,,,,,,,,,,129,,,,0,0,0,0,129,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,24,,,,,,,,,,,,125,,,,0,0,0,1,125,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NJ
,44,,,,,,,,,,,,219,,,,0,0,0,0,219,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,AL
,82,,,,,,,,,,,,80,,,,0,1,0,0,100,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,WA
,94,,,,,,,,,,,,500,,,,0,1,0,1,500,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CT
,94,,,,,,,,,,,,185,,,,0,0,0,1,185,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CT
,58,,,,,,,,,,,,100,,,,0,1,0,0,200,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,GA
,58,,,,,,,,,,,,185,,,,0,1,0,0,220,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,GA
,70,,,,,,,,,,,,1151,,,,0,1,0,0,1251,3,0.5,,1963,,,,0,1,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,70,,,,,,,,,,,,198,,,,0,0,0,0,198,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,23,,,,,,,,,,,,1800,,,,0,0,0,0,1800,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NY
,31,,,,,,,,,,,,718,,,,0,0,0,0,718,3,0.5,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,DC
,70,,,,,,,,,,,,360,,,,0,1,0,0,360,2,1,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,70,,,,,,,,,,,,1246,,,,1,0,0,0,1331,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,70,,,,,,,,,,,,600,,,,0,0,1,0,600,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,83,,,,,,,,,,,,895,,,,1,0,1,0,1090,6,0.5,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OR
,48,,,,,,,,,,,,180,,,,0,0,0,0,180,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,48,,,,,,,,,,,,171,,,,0,0,0,1,178,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,48,,,,,,,,,,,,187,,,,0,0,0,0,189,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,81,,,,,,,,,,,,214,,,,0,0,0,0,214,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,UT
,31,,,,,,,,,,,,680,,,,0,0,0,0,680,3,0.5,,1963,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,DC
,39,,,,,,,,,,,,2000,,,,0,0,0,0,2000,3,0.5,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,TX
,53,,,,,,,,,,,,240,,,,0,0,0,0,240,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,70,,,,,,,,,,,,212,,,,0,0,0,0,212,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,70,,,,,,,,,,,,775,,,,1,0,0,1,800,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,39,,,,,,,,,,,,109,,,,0,0,1,0,109,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,TX
,40,,,,,,,,,,,,330,,,,1,0,0,0,380,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,KY
,40,,,,,,,,,,,,258,,,,0,0,0,0,258,3,0.5,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,KY
,58,,,,,,,,,,,,200,,,,0,0,0,0,260,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,GA
,58,,,,,,,,,,,,230,,,,0,0,0,1,280,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,GA
,72,,,,,,,,,,,,660,,,,0,1,0,0,660,3,0.5,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IA
,83,,,,,,,,,,,,519,,,,0,0,1,0,549,1,0,,1963,,,,0,1,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OR
,53,,,,,,,,,,,,700,,,,0,0,0,1,700,2,1,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,68,,,,,,,,,,,,380,,,,0,1,0,0,440,3,0.5,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,10,,,,,,,,,,,,125,,,,0,0,1,0,175,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IL
,71,,,,,,,,,,,,428,,,,0,0,1,0,428,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,13,,,,,,,,,,,,175,,,,1,0,0,0,175,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MI
,13,,,,,,,,,,,,210,,,,0,0,0,0,210,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MI
,48,,,,,,,,,,,,210,,,,0,1,0,0,210,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,71,,,,,,,,,,,,407,,,,0,0,0,0,407,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,10,,,,,,,,,,,,587,,,,0,0,0,0,587,2,1,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IL
,45,,,,,,,,,,,,95,,,,0,0,0,0,95,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,TX
,48,,,,,,,,,,,,718,,,,0,0,0,0,718,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,FL
,62,,,,,,,,,,,,226,,,,0,0,0,0,226,1,0,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,WI
,74,,,,,,,,,,,,300,,,,0,0,0,0,300,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,OH
,01,,,,,,,,,,,,49,,,,0,0,0,0,49,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CA
,13,,,,,,,,,,,,1005,,,,0,0,1,0,1005,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MI
,41,,,,,,,,,,,,700,,,,0,0,0,0,700,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,AR
,44,,,,,,,,,,,,525,,,,0,0,0,0,525,2,1,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,AL
,62,,,,,,,,,,,,215,,,,0,0,0,0,250,1,0,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,WI
,42,,,,,,,,,,,,206,,,,0,0,0,0,206,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NC
,42,,,,,,,,,,,,339,,,,0,0,0,0,339,2,1,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NC
,45,,,,,,,,,,,,475,,,,1,0,0,0,550,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,TX
,81,,,,,,,,,,,,90,,,,0,1,0,0,90,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,UT
,48,,,,,,,,,,,,656,,,,0,0,1,0,656,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,71,,,,,,,,,,,,365,,,,0,0,0,0,365,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,75,,,,,,,,,,,,114,,,,1,0,0,1,114,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IN
,48,,,,,,,,,,,,1550,,,,1,0,0,1,1550,3,0.5,,1963,,,,0,0,,,1,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,51,,,,,,,,,,,,250,,,,0,1,0,0,250,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,KY
,73,,,,,,,,,,,,350,,,,0,0,0,0,400,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MI
,90,,,,,,,,,,,,250,,,,0,0,0,0,250,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,PA
,84,,,,,,,,,,,,235,,,,0,0,0,0,235,2,1,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CO
,90,,,,,,,,,,,,200,,,,0,0,0,1,200,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,PA
,13,,,,,,,,,,,,640,,,,1,1,0,0,680,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MI
,72,,,,,,,,,,,,325,,,,0,0,1,0,325,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IA
,83,,,,,,,,,,,,299,,,,0,0,0,1,319,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OR
,14,,,,,,,,,,,,219,,,,0,0,0,0,259,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MO
,53,,,,,,,,,,,,450,,,,0,0,0,0,450,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,FL
,53,,,,,,,,,,,,2000,,,,1,0,0,0,2000,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,58,,,,,,,,,,,,369,,,,0,0,0,0,369,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,GA
,99,,,,,,,,,,,,330,,,,0,0,0,0,330,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NY
,48,,,,,,,,,,,,115,,,,0,1,0,0,150,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,76,,,,,,,,,,,,150,,,,0,0,0,0,150,2,1,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MN
,76,,,,,,,,,,,,670,,,,0,0,0,1,720,3,0.5,,1963,,,,0,0,,,1,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,MN
,11,,,,,,,,,,,,270,,,,0,0,0,1,270,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,IL
,58,,,,,,,,,,,,534,,,,0,1,0,0,534,2,1,,1963,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,GA
,58,,,,,,,,,,,,170,,,,0,0,1,0,170,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,GA
,84,,,,,,,,,,,,480,,,,1,0,0,1,480,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CO
,48,,,,,,,,,,,,249,,,,0,1,0,0,249,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,FL
,51,,,,,,,,,,,,300,,,,0,1,0,0,350,1,0,,1963,,,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,KY
,62,,,,,,,,,,,,-999,,,,0,0,1,0,415,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,WI
,84,,,,,,,,,,,,750,,,,0,1,1,1,750,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CO
,00,,,,,,,,,,,,575,,,,0,0,0,0,575,3,0.5,,1963,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,CA
,74,,,,,,,,,,,,175,,,,0,0,1,0,175,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,93,,,,,,,,,,,,550,,,,0,0,0,0,700,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,PA
,24,,,,,,,,,,,,259,,,,0,1,0,0,259,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NJ
,68,,,,,,,,,,,,-999,,,,0,0,1,0,-999,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,65,,,,,,,,,,,,709,,,,0,0,0,0,743,1,0,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IA
,65,,,,,,,,,,,,194,,,,1,0,0,0,219,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IA
,75,,,,,,,,,,,,-999,,,,0,0,0,0,750,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,IN
,28,,,,,,,,,,,,328,,,,0,1,0,0,328,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,PA
,31,,,,,,,,,,,,249,,,,0,1,0,0,249,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,DC
,95,,,,,,,,,,,,460,,,,1,1,0,0,460,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NJ
,59,,,,,,,,,,,,306,,,,0,0,0,0,306,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NC
,68,,,,,,,,,,,,-999,,,,1,1,0,0,-999,2,1,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,68,,,,,,,,,,,,180,,,,0,0,1,0,280,1,0,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,OH
,82,,,,,,,,,,,,415,,,,0,1,0,0,450,3,0.5,,1963,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,WA
,31,,,,,,,,,,,,1670,,,,0,0,0,0,1670,3,0.5,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,DC
,59,,,,,,,,,,,,365,,,,0,0,0,0,405,2,1,,1963,,,,0,1,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,NC
