GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "27000","Minnesota",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1331,1236,1336,1445,1468,1547,1583,1640,1671,1755,1839,1874,1948,2023,2096,2220,2317,2526,2701,2859,3092,3331,3632,3880,4139,4891,5146,5571,5936,6630,7354,8030,8862,9725,10433,11020,12586,13282,14026,14728,15353,16584,17342,17777,18838,19094,20214,21044,22188,23114,24804,25969,27620,28708,29630,31181,33029,33389,34626,36197,37519,36757,38071,39884,42037,41523,43365,44797,45298,47009,49223,50249,53928,56794
 "28000","Mississippi",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1580.9,1414.3,1621.7,1769.9,1863.4,1892.9,1840.0,2084.6,2104.8,2130.8,2310.8,2543.6,2562.2,2800.6,2902.5,3185.2,3322.1,3595.2,3888.7,4211.4,4582.9,5060.0,5526.9,6221.5,6989.9,8039.1,8746.9,9636.8,10841.6,12100.5,13324.0,15000.7,16308.9,18190.5,19547.4,20364.9,22359.2,23523.6,24508.7,25840.0,27747.1,29826.9,31372.8,33194.7,35771.4,37978.8,40957.0,43258.7,45769.5,48234.7,51037.4,52807.3,55809.6,58953.9,60948.6,63750.6,68122.5,72206.3,74523.8,79435.1,82976.1,83110.7,86067.3,89812.8,92871.0,94146.3,95978.7,97310.7,98489.1,101342.2,104349.4,107308.6,115949.6,123649.8
 "28000","Mississippi",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",2076000,2085000,2176000,2163000,2152000,2105000,2064000,2060000,2086000,2088000,2086000,2138000,2182000,2206000,2243000,2244000,2241000,2246000,2245000,2228000,2219000,2220000,2221128,2265529,2307291,2349802,2378603,2399924,2430324,2459810,2488033,2507967,2525342,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2578897,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970366,2977897,2982342,2986574,2987621,2984959,2984317,2983393,2974618,2968981,2956870,2949965
 "28000","Mississippi",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",761,678,745,818,866,899,891,1012,1009,1021,1108,1190,1174,1270,1294,1419,1482,1601,1732,1890,2065,2279,2488,2746,3029,3421,3677,4015,4461,4919,5355,5981,6458,7164,7645,7931,8673,9089,9450,9982,10753,11587,12165,12773,13634,14304,15231,15888,16655,17369,18196,18670,19594,20664,21321,22226,23580,24848,25654,27126,28148,28090,28975,30160,31140,31523,32125,32600,33002,33969,35080,36143,39214,41916
 "29000","Missouri",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",4864.9,4762.5,5248.2,5674.7,5908.2,6265.5,6426.1,6862.2,7229.8,7431.6,7941.2,8392.4,8581.7,8873.4,9314.8,9745.9,10455.4,11291.8,12060.5,12821.4,14097.5,14675.2,16258.8,17711.4,19028.6,21354.6,22670.1,25164.1,27335.7,30281.8,33462.0,37120.8,40290.4,44797.2,47676.3,51962.9,57938.5,61744.9,65078.5,68368.6,72826.7,77747.3,81146.5,85364.6,91089.8,95131.9,100656.1,105807.8,111513.5,117691.7,123032.8,127780.1,136663.6,141223.4,147726.4,155046.3,164266.6,168886.6,178107.6,185615.5,196382.0,197946.6,202991.4,209025.2,219587.6,219622.8,227463.3,234052.4,240649.9,247689.0,259559.4,268967.7,286648.7,304093.9
 "29000","Missouri",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",3844000,3882000,3964000,4015000,3972000,4020000,4066000,4134000,4163000,4189000,4186000,4258000,4326000,4349000,4357000,4392000,4442000,4467000,4523000,4539000,4568000,4640000,4684768,4722703,4753234,4774601,4785391,4795383,4823554,4845042,4871171,4889327,4921966,4932069,4929456,4943735,4975276,5000260,5023055,5056702,5081737,5095844,5128880,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5996166,6011569,6026727,6044003,6060459,6077057,6093349,6113669,6128594,6143406,6154481,6168187
 "29000","Missouri",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1266,1227,1324,1413,1487,1559,1580,1660,1737,1774,1897,1971,1984,2040,2138,2219,2354,2528,2666,2825,3086,3163,3471,3750,4003,4473,4737,5248,5667,6250,6869,7592,8186,9083,9672,10511,11645,12348,12956,13520,14331,15257,15821,16509,17460,18048,18904,19673,20531,21472,22281,22974,24373,25035,26032,27156,28579,29167,30484,31526,33151,33206,33854,34770,36436,36337,37532,38514,39494,40514,42352,43782,46576,49300
 "30000","Montana",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",814.5,752.5,925.1,993.4,1008.6,1023.1,1021.1,1121.2,1176.9,1224.9,1293.9,1248.2,1312.3,1306.8,1551.7,1533.2,1584.9,1693.1,1807.1,1836.9,1925.2,2068.2,2327.8,2523.7,2892.4,3341.4,3619.2,4019.8,4277.2,4594.0,5415.9,5741.1,6339.2,7232.1,7707.4,8134.4,8634.9,8757.7,9196.6,9367.0,9580.3,10491.6,11047.8,11841.4,12558.5,13607.2,13920.2,14691.3,15354.9,15945.0,16998.8,17301.7,18415.5,19222.5,20138.6,21821.8,23830.1,25502.3,27508.1,29354.4,31278.5,31177.8,33035.2,34897.3,36973.7,37065.2,38896.8,40527.5,41138.1,43655.9,45820.9,48075.1,52005.2,55871.7
 "30000","Montana",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",542000,569000,593000,596000,602000,616000,624000,636000,656000,667000,666000,669000,679000,696000,698000,703000,706000,706000,707000,701000,700000,694000,697172,711037,719138,727389,737203,749208,758521,771354,784043,789167,788752,795325,803984,814029,820904,822320,813738,805064,800200,799634,800204,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990863,998188,1005385,1015933,1024998,1034413,1045648,1057982,1066542,1075462,1086193,1104271
 "30000","Montana",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1503,1323,1560,1667,1675,1661,1636,1763,1794,1836,1943,1866,1933,1878,2223,2181,2245,2398,2556,2620,2750,2980,3339,3549,4022,4594,4909,5365,5639,5956,6908,7275,8037,9093,9586,9993,10519,10650,11302,11635,11972,13121,13806,14625,15208,16108,16162,16760,17326,17918,19048,19278,20376,21194,22090,23729,25623,27127,28874,30428,32034,31685,33340,34961,36776,36484,37948,39179,39342,41263,42962,44702,47878,50596
 "31000","Nebraska",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1809.7,1651.7,1966.4,2002.8,2154.7,2035.3,2210.6,2135.3,2191.5,2574.1,2667.4,2691.7,2841.6,2885.6,3170.2,3248.1,3381.3,3732.0,3974.1,4093.3,4331.1,4746.6,5160.7,5766.0,6272.7,7333.5,7544.2,8775.9,9140.7,9779.7,11374.5,12124.3,12954.0,15177.2,16074.8,17046.4,19205.4,20218.3,20806.6,21694.3,23184.1,24455.2,26139.4,27165.1,28939.8,29870.7,31751.0,33366.3,36325.8,37047.9,39435.1,41327.3,43701.7,46002.5,47626.4,51250.2,53632.1,55221.1,57239.6,61327.3,65279.4,65684.5,68964.1,76624.7,78513.4,78536.2,82990.9,86435.8,84935.6,87219.8,91386.6,93926.4,100876.5,109753.7
 "31000","Nebraska",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",1265000,1302000,1327000,1316000,1311000,1318000,1340000,1374000,1397000,1394000,1383000,1397000,1417000,1446000,1464000,1476000,1482000,1471000,1456000,1457000,1467000,1474000,1487963,1504208,1518293,1528517,1537809,1541440,1548901,1554466,1560826,1564356,1572296,1578517,1581776,1584293,1588638,1584661,1574328,1566544,1571477,1574858,1581660,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1830158,1843774,1858886,1873369,1889916,1904449,1921360,1934360,1945367,1954927,1961455,1963692
 "31000","Nebraska",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1431,1269,1482,1522,1644,1544,1650,1554,1569,1847,1929,1927,2005,1996,2165,2201,2282,2537,2729,2809,2952,3220,3468,3833,4131,4798,4906,5693,5901,6291,7287,7750,8239,9615,10162,10760,12089,12759,13216,13848,14753,15529,16527,17022,17956,18375,19372,20137,21703,21968,23254,24242,25500,26748,27557,29477,30658,31349,32290,34387,36339,36236,37682,41559,42237,41922,43912,45386,44206,45090,46977,48046,51429,55892
 "32000","Nevada",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",251.1,268.0,305.2,345.3,394.2,446.0,478.1,561.0,582.1,623.9,663.6,731.4,794.3,872.7,1047.3,1167.5,1295.0,1389.9,1462.3,1549.4,1764.0,1952.8,2276.4,2571.5,2856.7,3244.4,3584.1,4147.8,4646.9,5339.2,6390.0,7342.7,8545.1,9686.7,10436.2,11207.4,12226.8,13175.0,14197.1,15439.1,17469.5,19673.3,22004.9,24420.7,27009.5,29109.5,32339.4,35564.9,38937.4,42661.8,47465.5,51380.5,56265.1,59770.1,62402.4,67098.8,74011.5,82065.5,88975.6,92869.4,92558.1,89126.1,92946.0,95859.0,99421.2,98492.9,105779.5,114092.7,117465.4,125870.1,134267.7,142431.5,153042.7,164108.6
 "32000","Nevada",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",156000,157000,162000,168000,181000,195000,213000,237000,250000,260000,269000,279000,291000,315000,352000,397000,426000,444000,446000,449000,464000,480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2701967,2710520,2739941,2770049,2809771,2857017,2905604,2955631,3011627,3068943,3114071,3143991
 "32000","Nevada",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1610,1707,1884,2055,2178,2287,2244,2367,2328,2400,2467,2622,2730,2771,2975,2941,3040,3130,3279,3451,3802,4068,4615,4945,5225,5703,6006,6692,7184,7873,8883,9597,10547,11428,11839,12425,13219,13853,14478,15087,16250,17297,18027,18841,19987,20627,21570,22487,23367,24183,25613,26557,27871,28484,28707,29837,31545,33742,35271,35704,34880,33198,34399,35366,36286,35556,37647,39934,40427,42587,44583,46411,49146,52198
 "33000","New Hampshire",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",630.1,647.1,679.6,738.8,778.6,825.3,882.9,949.0,1002.5,1066.4,1089.5,1185.1,1239.8,1309.7,1396.8,1450.4,1591.5,1708.3,1849.9,2019.3,2214.6,2462.3,2611.9,2887.7,3146.6,3588.2,3931.5,4338.5,4868.9,5478.9,6264.7,7156.3,8211.5,9280.5,10334.0,11338.5,12861.0,14050.2,15432.4,17047.0,18906.6,20280.0,20530.3,21389.0,22472.7,23112.3,24695.5,26114.5,27407.2,29107.8,32028.0,33896.4,37826.7,40465.1,42227.8,43471.1,46416.4,47710.0,50848.5,52495.7,54215.8,54716.7,56969.5,58971.7,61922.6,61147.8,63429.8,65717.7,67833.4,71090.3,74952.0,78115.2,82952.9,89213.6
 "33000","New Hampshire",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",520000,533000,532000,529000,535000,547000,554000,557000,566000,572000,581000,596000,609000,618000,632000,649000,663000,676000,681000,697000,709000,724000,741932,762173,781699,801824,817073,830025,847025,871860,893974,911893,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1317094,1321886,1327287,1331050,1339224,1343633,1351059,1358984,1364875,1371834,1377848,1388992
 "33000","New Hampshire",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1212,1214,1277,1397,1455,1509,1594,1704,1771,1864,1875,1988,2036,2119,2210,2235,2401,2527,2716,2897,3124,3401,3520,3789,4025,4475,4812,5227,5748,6284,7008,7848,8884,9909,10904,11834,13166,14096,15055,16169,17464,18361,18456,19271,20105,20463,21614,22560,23331,24472,26559,27738,30508,32230,33274,33966,35978,36743,38863,39995,41200,41575,43254,44612,46653,45940,47363,48910,50208,52311,54915,56942,60205,64229
 "34000","New Jersey",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",7211.5,7359.6,8130.3,9056.8,9691.4,10436.1,10776.2,11434.8,12354.8,13168.6,12964.4,13961.6,14648.8,15390.1,16537.7,17339.1,18931.8,20187.2,21842.7,23364.6,25410.3,28252.2,31010.9,33921.5,36378.4,39915.5,43173.1,47313.9,50828.4,54991.3,60864.2,66861.7,75061.6,83642.5,90455.0,98728.9,109792.6,116562.4,124612.0,133107.6,147844.9,158800.1,167342.0,171286.9,184481.7,190010.6,195906.1,208501.5,218982.2,231382.6,244047.0,253639.6,277131.7,287593.4,300467.0,311174.3,325677.4,333761.8,357150.7,374142.2,386231.3,387319.9,398231.0,410116.0,427955.6,425389.6,445655.4,461508.6,475056.9,493838.2,517765.0,534771.9,568751.0,595489.5
 "34000","New Jersey",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",4774000,4889000,4872000,5006000,5125000,5229000,5360000,5502000,5615000,5737000,5890000,6015000,6103000,6265000,6376000,6531000,6660000,6767000,6851000,6928000,7005000,7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8809058,8876959,8933292,8984801,9033845,9076577,9119862,9174898,9218858,9258804,9279743,9267130
 "34000","New Jersey",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1511,1505,1669,1809,1891,1996,2010,2078,2200,2295,2201,2321,2400,2457,2594,2655,2843,2983,3188,3372,3627,3982,4313,4658,4959,5442,5886,6445,6921,7490,8274,9068,10176,11292,12173,13221,14609,15407,16349,17353,19170,20554,21556,21919,23410,23904,24445,25794,26870,28153,29448,30341,32872,33864,35131,36177,37718,38576,41233,43114,44338,44237,45207,46200,47906,47345,49332,50846,52090,53825,56164,57758,61290,64258
 "35000","New Mexico",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",646.3,712.0,807.6,922.9,995.8,1055.2,1092.1,1178.7,1269.3,1412.9,1581.3,1691.8,1744.7,1825.9,1891.5,1957.7,2095.7,2206.3,2318.2,2395.5,2581.9,2818.0,3152.9,3542.4,3952.9,4434.2,4959.7,5761.0,6361.8,7108.8,8055.7,9064.1,10186.1,11381.1,12445.1,13699.6,15008.6,16204.7,16927.3,17453.9,18454.8,19673.9,20986.7,22527.8,24253.3,26018.5,27723.4,29833.0,31200.3,32622.7,34225.1,34727.0,37548.8,40092.6,42506.2,44820.9,47830.6,50686.5,54181.6,57212.1,61381.0,61727.1,64393.4,66944.9,68688.1,66937.6,71017.8,72640.6,74139.2,75597.0,79266.9,82819.5,90157.7,95835.4
 "35000","New Mexico",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",604000,644000,689000,717000,735000,756000,763000,785000,806000,847000,886000,919000,954000,965000,979000,989000,1006000,1012000,1007000,1000000,994000,1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064892,2082110,2090254,2096509,2095037,2096003,2099630,2101053,2103101,2110146,2117566,2115877
 "35000","New Mexico",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1070,1106,1172,1287,1355,1396,1431,1502,1575,1668,1785,1841,1829,1892,1932,1979,2083,2180,2302,2395,2597,2787,3081,3363,3668,4016,4391,4955,5323,5802,6435,7078,7779,8540,9125,9825,10594,11266,11572,11805,12383,13082,13793,14484,15202,15899,16479,17341,17805,18381,19083,19207,20618,21888,22911,23872,25124,26232,27614,28749,30528,30306,31185,32152,32861,31928,33898,34657,35311,35981,37690,39248,42576,45293
 "36000","New York",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",23005.4,23333.6,24978.2,26290.2,27223.9,29064.7,30382.8,32352.7,34279.7,36396.2,38025.5,40003.2,41718.0,43393.8,45828.1,47871.2,51860.8,54918.9,58603.4,62693.1,68727.2,70544.4,77258.8,83811.0,88690.6,94922.5,101932.4,111695.8,117730.6,126534.2,137176.9,148860.1,165288.7,182707.0,198192.9,217369.0,241113.7,256363.7,273529.5,288758.0,320527.1,344479.7,372018.9,374141.6,396148.9,405713.1,418319.4,439867.1,459232.4,481517.2,504950.8,532482.7,571297.6,585944.9,608957.7,624289.0,649902.1,664127.1,706051.7,750502.2,767550.5,786813.4,816666.7,848044.0,897288.6,889080.0,921845.9,956283.8,1000852.5,1066243.2,1102633.0,1133865.0,1213831.9,1252865.5
 "36000","New York",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",14497000,14892000,14865000,14890000,15192000,15527000,15814000,15966000,16112000,16374000,16601000,16685000,16838000,17061000,17301000,17461000,17589000,17734000,17843000,17935000,18051000,18105000,18271605,18364865,18351767,18194767,18072768,18032254,17974654,17851507,17720421,17633646,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19419964,19600908,19757479,19892169,20002008,20088855,20150838,20190489,20222664,20222325,20154933,19835913
 "36000","New York",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1587,1567,1680,1766,1792,1872,1921,2026,2128,2223,2291,2398,2478,2543,2649,2742,2948,3097,3284,3496,3807,3896,4228,4564,4833,5217,5640,6194,6550,7088,7741,8442,9409,10400,11268,12290,13587,14409,15338,16160,17865,19156,20644,20645,21711,22080,22662,23746,24705,25810,26922,28199,30065,30705,31820,32556,33899,34712,36957,39227,39951,40753,42053,43266,45415,44695,46088,47603,49668,52809,54525,56070,60225,63161
 "37000","North Carolina",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3620.1,3608.2,4198.4,4657.7,4751.4,4960.2,5109.0,5522.8,5876.6,5868.9,6237.0,6601.5,6937.8,7347.0,7849.5,8237.9,9026.0,9670.9,10684.4,11564.0,12588.2,13943.7,15340.2,16842.4,18801.7,21455.9,23517.2,26144.3,28685.7,31291.6,35160.2,38511.4,43180.0,48571.5,52738.3,57190.7,64938.1,69912.6,75352.8,80627.2,88828.5,96256.4,102790.4,108046.5,117962.4,125533.6,133117.0,142384.6,151840.4,162359.9,172398.2,181228.7,192618.3,198421.1,205531.5,216684.8,235923.6,251228.1,272428.0,292024.5,314437.9,309943.9,312353.6,319731.9,343342.8,336035.4,355550.6,371531.1,382558.2,402253.1,423739.1,445392.4,477673.8,514810.5
 "37000","North Carolina",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3837000,3911000,4068000,4120000,4109000,4120000,4131000,4242000,4309000,4368000,4376000,4458000,4573000,4663000,4707000,4742000,4802000,4863000,4896000,4952000,5004000,5031000,5099150,5200760,5296085,5382441,5461112,5535097,5593463,5668494,5740286,5801563,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9571353,9642580,9722105,9803434,9880220,9966060,10076064,10175266,10275806,10370550,10457177,10551162
 "37000","North Carolina",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",943,923,1032,1131,1156,1204,1237,1302,1364,1344,1425,1481,1517,1576,1668,1737,1880,1989,2182,2335,2516,2772,3008,3238,3550,3986,4306,4723,5128,5520,6125,6638,7320,8154,8762,9411,10535,11179,11920,12591,13707,14661,15425,15926,17103,17824,18521,19386,20244,21205,22077,22798,23834,24168,24685,25727,27583,28859,30551,32027,33776,32800,32634,33158,35316,34277,35986,37280,37967,39532,41237,42948,45679,48792
 "38000","North Dakota",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",787.1,689.7,815.2,829.9,758.9,773.6,807.0,890.6,919.5,943.0,1084.6,1002.2,1118.3,1021.4,1444.5,1334.6,1331.2,1559.1,1567.0,1558.4,1629.3,1794.1,1910.8,2238.8,2659.2,3718.7,3573.6,3754.7,3680.4,3841.5,4813.6,4933.8,4630.9,6079.0,6711.0,7106.9,7704.8,7971.4,8128.5,8331.1,7647.1,8591.3,9304.1,9406.2,10375.1,10453.8,11405.2,11356.6,12764.2,12378.4,13608.2,13770.8,15009.6,15255.5,15891.8,17519.6,17927.3,18953.6,19692.7,21663.4,24299.0,24540.3,27301.4,30232.5,35614.5,35340.8,37939.1,36773.1,35832.3,36348.7,39027.5,40397.7,43293.0,46536.5
 "38000","North Dakota",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",580000,597000,619000,604000,608000,609000,611000,615000,613000,612000,606000,618000,634000,641000,637000,644000,649000,649000,647000,626000,621000,621000,618851,626659,630937,632411,634212,638469,645293,649168,650648,652152,654380,659504,668972,676687,680499,676979,669513,661141,655330,646351,637685,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,675054,687065,705071,727382,744395,762693,764650,766673,771407,776516,778962,774948
 "38000","North Dakota",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1357,1155,1317,1374,1248,1270,1321,1448,1500,1541,1790,1622,1764,1593,2268,2072,2051,2402,2422,2489,2624,2889,3088,3573,4215,5880,5635,5881,5704,5918,7398,7565,7077,9218,10032,10503,11322,11775,12141,12601,11669,13292,14590,14795,16256,16303,17688,17530,19626,19052,21015,21375,23379,23872,24902,27425,27807,29336,30323,33184,36953,36904,40443,44002,50512,48586,50966,48215,46861,47411,50593,52024,55578,60051
 "39000","Ohio",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",11000.5,10660.3,11799.5,13187.4,13951.5,15259.4,15732.6,16815.8,17904.2,18838.7,18887.2,20148.9,20824.3,21355.2,22421.9,23330.7,25253.4,27122.1,29445.0,30812.9,33591.4,36248.3,38837.4,41987.7,44850.5,49810.2,54380.8,58629.8,63926.8,70341.3,77511.9,84997.1,93382.1,101031.8,107049.5,113390.5,126033.0,133355.8,139859.7,145374.4,156778.9,167789.5,177951.6,182684.7,195162.2,202699.9,213710.1,223349.8,232064.9,244865.1,258052.7,266288.4,280098.4,288690.6,298143.4,310490.2,323324.7,331280.4,346940.6,360786.5,375447.5,374038.0,384523.9,405926.7,422652.4,426707.8,444950.2,461507.0,470845.0,489355.6,511377.7,525288.6,565840.5,594528.9
 "39000","Ohio",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",7876000,7973000,7980000,8061000,8275000,8591000,8873000,9017000,9207000,9410000,9599000,9671000,9734000,9854000,9929000,9986000,10080000,10201000,10330000,10414000,10516000,10563000,10668839,10734782,10746920,10767205,10765613,10770498,10752731,10771232,10795431,10798562,10800650,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10864162,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11541886,11557958,11573024,11611630,11648446,11674128,11701886,11737605,11762842,11788547,11790587,11780017
 "39000","Ohio",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1397,1337,1479,1636,1686,1776,1773,1865,1945,2002,1968,2083,2139,2167,2258,2336,2505,2659,2850,2959,3194,3432,3640,3911,4173,4626,5051,5444,5945,6530,7180,7871,8646,9365,9952,10560,11737,12423,13034,13511,14519,15494,16380,16690,17695,18259,19163,19937,20641,21713,22813,23492,24649,25352,26135,27153,28232,28899,30218,31371,32604,32444,33316,35121,36520,36748,38198,39532,40237,41691,43474,44559,47991,50469
 "40000","Oklahoma",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2197.1,2328.1,2405.0,2655.0,2878.8,2994.9,3025.8,3205.5,3386.4,3522.1,3833.1,3984.5,4179.4,4309.8,4496.6,4651.9,5028.4,5389.5,5749.1,6270.8,6822.0,7487.5,8358.3,9219.2,9975.9,11415.1,12503.3,14181.0,15537.0,17175.9,19291.8,22327.0,25538.6,29390.1,32566.1,34449.5,37305.0,38828.2,39939.5,39295.8,40970.7,43329.1,45086.5,46913.0,50132.3,52140.3,54336.7,56630.7,59731.9,62702.9,65989.3,67757.7,73501.1,78189.7,81728.7,86664.5,94100.4,102280.8,112690.9,116140.6,129663.9,122918.2,129062.8,136965.4,146660.0,153753.7,163942.4,158490.6,150901.3,158165.6,166698.4,174534.8,182031.2,193330.0
 "40000","Oklahoma",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",2089000,2105000,2229000,2210000,2219000,2182000,2209000,2250000,2273000,2282000,2267000,2289000,2336000,2380000,2427000,2439000,2446000,2440000,2454000,2489000,2503000,2535000,2566485,2617944,2657448,2694182,2732454,2771858,2823396,2865935,2913056,2970080,3040758,3096159,3206129,3290404,3285535,3271333,3252735,3210124,3167064,3150304,3148825,3175440,3220517,3252285,3280940,3308208,3340129,3372917,3405194,3437147,3454365,3467100,3489080,3504892,3525233,3548597,3594090,3634349,3668976,3717572,3759581,3786640,3815353,3848112,3871583,3901051,3916821,3920455,3928494,3943796,3962031,3986639
 "40000","Oklahoma",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1052,1106,1079,1201,1297,1373,1370,1425,1490,1543,1691,1741,1789,1811,1853,1907,2056,2209,2343,2519,2726,2954,3257,3522,3754,4237,4576,5116,5503,5993,6623,7517,8399,9492,10157,10470,11354,11869,12279,12241,12936,13754,14319,14774,15567,16032,16561,17118,17883,18590,19379,19713,21278,22552,23424,24727,26693,28823,31355,31956,35341,33064,34329,36171,38439,39956,42345,40628,38526,40344,42433,44256,45944,48494
 "41000","Oregon",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2110.3,2143.1,2364.7,2589.2,2729.0,2806.2,2805.1,3045.4,3212.9,3259.1,3303.9,3574.3,3691.7,3864.5,4088.6,4268.6,4627.5,5055.3,5408.2,5737.2,6183.1,6748.1,7486.7,8301.4,9213.9,10418.0,11733.8,13247.2,14785.3,16303.3,18617.3,20974.5,23374.8,25328.7,26141.5,28083.7,30578.7,31984.3,33488.9,35210.7,38817.8,41890.1,45665.2,47877.5,51207.5,54684.5,58338.8,62883.2,67511.1,71090.1,75144.7,77311.4,82962.9,86298.7,88948.9,92963.8,98240.1,102118.3,111236.1,117255.4,122188.3,121153.6,124134.9,129002.5,136371.5,136677.5,146217.8,155978.8,163022.7,172848.4,184450.4,192504.4,210276.9,223978.0
