GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "91000","New England",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",12697.9,12726.6,13988.9,15192.5,15872.4,16980.6,17539.3,18666.2,19930.4,21062.6,21293.2,22628.1,23374.5,24652.5,26070.8,27204.4,29597.2,31656.9,34082.4,36908.1,39357.8,42908.5,47054.9,50832.9,54290.9,59576.8,64469.5,70510.0,76010.8,83051.5,91662.4,101692.8,114559.6,127337.4,139571.5,152348.5,171613.6,184130.2,197742.9,213282.9,237576.9,254470.9,262468.4,267833.7,282916.2,292476.7,304488.3,320020.7,334019.9,351509.1,373382.0,395000.5,429063.7,455439.4,474191.1,489961.4,516289.7,532534.5,569556.9,594776.8,627578.3,640854.0,666136.6,681778.2,707086.8,692991.7,724168.6,756380.2,781885.3,811031.2,852318.3,880187.6,940617.7,985901.3
 "91000","New England",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",9232000,9379000,9316000,9289000,9358000,9628000,9833000,9871000,9928000,10030000,10219000,10437000,10532000,10666000,10800000,10986000,11186000,11329000,11430000,11562000,11637000,11735000,11878088,11996218,12087834,12147736,12156540,12176402,12207302,12257357,12302714,12345269,12371656,12435782,12467917,12544350,12641838,12740544,12833004,12951233,13084523,13181740,13229502,13247630,13271045,13334364,13396380,13472634,13554814,13642197,13733828,13837653,13949721,14041043,14122441,14182454,14206683,14216656,14245540,14279205,14340115,14403575,14476185,14564200,14650420,14731535,14816797,14869837,14926033,14993799,15053190,15089460,15101332,15092739
 "91000","New England",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1375,1357,1502,1636,1696,1764,1784,1891,2007,2100,2084,2168,2219,2311,2414,2476,2646,2794,2982,3192,3382,3656,3961,4237,4491,4904,5303,5791,6227,6776,7451,8237,9260,10240,11194,12145,13575,14452,15409,16468,18157,19305,19840,20217,21318,21934,22729,23753,24642,25766,27187,28545,30758,32436,33577,34547,36341,37458,39981,41653,43764,44493,46016,46812,48264,47041,48875,50867,52384,54091,56620,58331,62287,65323
 "92000","Mideast",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",48827.8,49492.6,54041.5,57864.1,60431.0,64695.2,66399.5,70444.8,75324.1,79761.1,81657.6,86002.3,89507.4,93245.3,98422.5,102961.2,111843.0,119230.3,127719.9,136907.6,148850.2,158060.0,173369.3,188603.0,201141.4,218624.8,236376.8,260001.1,278092.7,300448.3,328659.0,358684.3,397848.6,439003.5,475394.3,515513.9,568137.7,604775.8,644309.4,682189.0,753591.6,810629.1,865529.0,887228.8,941147.4,970304.5,1001970.8,1051836.0,1099422.2,1151656.8,1215443.3,1275469.3,1375685.7,1427673.0,1489903.0,1543366.2,1622033.7,1667688.9,1764771.1,1860453.1,1921183.2,1947560.3,2020648.5,2098791.5,2197623.0,2184381.8,2272812.6,2358807.9,2447935.2,2563319.5,2674297.9,2744954.4,2940910.3,3054497.8
 "92000","Mideast",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",32981000,33623000,33726000,33937000,34466000,35146000,35835000,36323000,36677000,37127000,37721000,38202000,38597000,39133000,39552000,40083000,40555000,41025000,41360000,41617000,41924000,42111000,42516918,42869509,42991563,42836999,42709177,42727721,42667403,42546619,42421484,42358101,42272235,42328543,42382098,42543638,42686518,42793973,42991120,43189888,43435353,43584907,43761704,44070941,44392469,44717161,44969670,45186033,45383860,45579719,45822025,46105834,46386027,46619373,46841190,47034773,47162342,47239239,47334435,47473718,47684886,47943872,48241659,48630886,48968003,49256449,49515008,49723638,49895423,50066003,50217876,50304910,50278959,49905662
 "92000","Mideast",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1480,1472,1602,1705,1753,1841,1853,1939,2054,2148,2165,2251,2319,2383,2488,2569,2758,2906,3088,3290,3550,3753,4078,4399,4679,5104,5535,6085,6518,7062,7747,8468,9412,10371,11217,12117,13310,14132,14987,15795,17350,18599,19778,20132,21201,21699,22281,23278,24225,25267,26525,27664,29657,30624,31808,32813,34393,35303,37283,39189,40289,40622,41886,43158,44879,44347,45901,47438,49061,51199,53254,54566,58492,61205
 "93000","Great Lakes",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",43241.3,42178.8,46880.0,51720.8,54178.9,59000.4,59541.8,64325.3,68449.7,71322.3,71962.7,76456.3,78851.5,81288.2,85789.4,89695.8,97631.7,106131.1,114624.1,120250.5,129727.9,139469.4,148692.3,162175.4,174702.7,196306.1,212461.8,232572.0,253259.8,279554.8,308519.4,338351.2,369252.6,401447.3,426124.1,450074.1,499181.2,527930.3,557108.8,581679.0,626398.6,671123.3,709899.8,730795.1,787090.3,819188.4,866522.2,911094.1,955984.1,1004774.1,1062960.3,1107011.9,1181932.5,1224123.5,1262875.4,1309158.7,1365396.1,1400697.1,1466544.5,1523678.1,1576979.1,1558926.7,1607564.8,1678645.8,1752029.0,1764942.7,1844266.9,1918639.2,1956174.9,2029157.4,2129191.0,2186700.2,2347296.3,2478502.3
 "93000","Great Lakes",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",29832000,30324000,30530000,30883000,31498000,32166000,33063000,33779000,34404000,34967000,35578000,35928000,36290000,36616000,36927000,37357000,37868000,38405000,38951000,39347000,39645000,39904000,40319722,40622322,40824274,40946800,41036791,41105385,41186726,41353165,41510152,41610978,41693671,41647869,41492474,41366046,41393218,41417995,41455030,41589687,41720866,41872543,42091157,42495903,42902625,43274741,43589980,43923694,44239468,44493603,44727877,44969225,45216019,45401564,45550284,45707787,45844372,45949142,46071573,46187992,46275120,46355854,46450820,46580609,46702192,46858230,46981634,47048673,47136309,47234338,47306617,47358868,47321463,47204190
 "93000","Great Lakes",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1449,1391,1536,1675,1720,1834,1801,1904,1990,2040,2023,2128,2173,2220,2323,2401,2578,2763,2943,3056,3272,3495,3688,3992,4279,4794,5177,5658,6149,6760,7432,8131,8856,9639,10270,10880,12059,12746,13439,13986,15014,16028,16866,17197,18346,18930,19879,20743,21609,22582,23765,24617,26140,26962,27725,28642,29783,30484,31832,32989,34078,33630,34608,36037,37515,37666,39255,40780,41500,42959,45008,46173,49603,52506
 "94000","Plains",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",18324.1,17006.8,19253.6,20630.9,21598.8,21866.0,23100.6,23548.3,24698.2,26478.1,28000.7,28700.1,29961.0,31074.4,33144.4,34421.7,36349.7,39779.9,42470.2,44439.2,48138.8,52006.7,57041.9,62141.6,67780.4,79636.4,82915.7,92169.0,98110.5,108219.7,122113.9,133577.9,144296.8,162894.4,173826.7,184732.2,207938.4,219005.4,229833.9,240618.9,252841.1,271702.2,287135.5,298365.8,320435.9,330322.0,352455.8,368110.0,394221.9,411685.7,437292.0,455688.4,487218.0,506474.3,526220.3,555186.9,588568.2,605801.2,639519.1,677238.9,720731.6,717243.0,743358.5,788458.9,832455.3,835225.3,870568.7,895559.8,906170.1,936918.5,984926.8,1015743.8,1087574.2,1156841.1
 "94000","Plains",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",13604000,13850000,14103000,14167000,14175000,14268000,14453000,14730000,14905000,14979000,14994000,15195000,15424000,15570000,15657000,15715000,15787000,15819000,15888000,15942000,16047000,16202000,16349829,16474813,16562762,16628032,16671561,16742551,16863608,16949656,17028437,17097176,17207567,17264245,17291648,17325258,17382070,17401690,17392728,17427930,17533255,17595235,17697550,17843335,18026179,18209613,18380746,18549556,18705269,18851351,18988053,19130836,19275412,19374967,19468009,19569167,19687933,19802730,19956982,20105697,20248815,20392583,20539838,20660553,20785452,20920302,21048846,21164829,21272897,21380289,21473830,21561667,21613711,21637254
 "94000","Plains",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1347,1228,1365,1456,1524,1533,1598,1599,1657,1768,1867,1889,1942,1996,2117,2190,2303,2515,2673,2788,3000,3210,3489,3772,4092,4789,4973,5505,5818,6385,7171,7813,8386,9435,10053,10663,11963,12585,13214,13807,14421,15442,16225,16721,17776,18140,19175,19845,21075,21839,23030,23820,25277,26141,27030,28370,29895,30592,32045,33684,35594,35172,36191,38163,40050,39924,41359,42314,42597,43822,45866,47109,50319,53465
 "95000","Southeast",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",30443.9,30283.9,33873.2,38290.4,40519.3,42547.7,42831.8,46442.7,49942.5,52565.7,55329.6,58947.1,60850.9,64317.8,68292.1,72808.7,79376.6,85961.8,93568.4,101440.9,111251.0,122748.2,136112.5,151319.2,168096.8,191912.7,212887.9,237291.1,261482.9,289298.6,327091.9,365094.4,410952.2,463490.8,499134.6,541739.5,605678.8,647346.8,690259.2,733754.8,802081.5,868342.4,926100.9,975565.9,1049236.1,1106474.2,1170370.2,1244094.4,1312381.9,1384560.9,1481082.0,1552258.4,1663431.1,1743640.7,1828930.0,1931958.6,2069059.0,2193362.9,2342924.2,2465513.9,2559042.8,2538829.1,2643163.6,2752374.1,2878995.9,2864631.8,3021194.0,3159493.4,3256709.2,3409239.8,3604871.7,3758391.6,4022777.3,4304666.2
 "95000","Southeast",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",32275000,32803000,33860000,34421000,34661000,34681000,34830000,35399000,36071000,36874000,37435000,38115000,38885000,39544000,40179000,40742000,41349000,41857000,42257000,42611000,43042000,43440000,43973515,45013167,46019010,46991755,47954591,48787678,49513969,50311832,51113001,51976687,52881196,53627371,54248696,54856066,55514620,56198797,56861115,57536401,58120493,58733381,59516122,60500666,61508138,62530549,63574211,64601937,65611342,66655300,67626581,68569381,69497232,70317959,71151666,71961591,73019229,74148386,75065947,76122849,77057840,77814936,78570325,79199406,79888872,80515501,81203968,81982533,82834748,83586827,84232711,84845052,85374665,85872186
 "95000","Southeast",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",943,923,1000,1112,1169,1227,1230,1312,1385,1426,1478,1547,1565,1626,1700,1787,1920,2054,2214,2381,2585,2826,3095,3362,3653,4084,4439,4864,5281,5750,6399,7024,7771,8643,9201,9876,10910,11519,12139,12753,13800,14784,15561,16125,17058,17695,18410,19258,20002,20772,21901,22638,23935,24797,25705,26847,28336,29581,31212,32389,33209,32627,33641,34752,36038,35579,37205,38539,39316,40787,42797,44297,47119,50129
 "96000","Southwest",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",12172.1,13235.2,14134.8,15935.4,17188.2,17810.3,18354.3,19801.7,21184.0,22599.7,23766.4,25153.0,25990.4,27439.7,28778.3,29994.5,32597.7,34900.0,37673.7,40902.3,45063.1,49834.0,55786.3,61734.8,67975.2,77598.9,86488.7,99124.3,110285.1,122182.7,140451.0,160513.2,183477.6,211954.6,234782.7,255338.6,281255.3,302824.4,315557.0,322060.3,343201.5,364725.9,389832.1,409912.6,443395.5,469378.1,497535.8,531614.4,566829.2,610243.8,659784.4,695580.3,754106.9,803996.3,838601.8,883957.0,939101.4,1010387.5,1104515.1,1165848.1,1260893.9,1235254.0,1300330.8,1390588.6,1481339.8,1509980.6,1614596.5,1643542.6,1653152.6,1750822.3,1881406.1,1963057.7,2089747.6,2246531.7
 "96000","Southwest",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",11009000,11086000,11450000,11823000,12110000,12168000,12287000,12682000,12962000,13324000,13598000,13874000,14235000,14572000,14930000,15108000,15278000,15414000,15567000,15734000,15998000,16328000,16621375,17076950,17502870,17942658,18354229,18789070,19269802,19710280,20180482,20776513,21426140,21985332,22791219,23405364,23776476,24165954,24584827,24747513,24859623,25083118,25411251,25917326,26491437,27115790,27772489,28419852,29019737,29625063,30239551,30827272,31380654,31891889,32430969,32923761,33475468,34098071,34944948,35624083,36269039,36899289,37465360,37945350,38468774,38946001,39512694,40110452,40648062,41093589,41512417,41982207,42475236,42906773
 "96000","Southwest",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1106,1194,1234,1348,1419,1464,1494,1561,1634,1696,1748,1813,1826,1883,1928,1985,2134,2264,2420,2600,2817,3052,3356,3615,3884,4325,4712,5276,5723,6199,6960,7726,8563,9641,10301,10909,11829,12531,12835,13014,13806,14541,15341,15816,16737,17310,17915,18706,19533,20599,21819,22564,24031,25210,25858,26849,28053,29632,31607,32726,34765,33476,34708,36647,38508,38771,40863,40975,40670,42606,45322,46759,49199,52358
 "97000","Rocky Mountain",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",4417.4,4459.4,4997.3,5647.9,5918.5,5965.4,6082.4,6626.4,7153.1,7755.1,7959.1,8365.9,8792.3,9318.7,10081.3,10382.0,11047.8,11842.8,12484.8,13212.6,14220.6,15706.0,17783.6,19914.7,22406.8,25594.5,28692.7,32094.3,35236.3,39083.2,45158.5,50609.6,57502.6,65073.7,70520.8,76714.9,83407.3,87853.1,91385.5,94109.9,99533.7,107130.1,113810.7,121171.3,131113.6,141608.8,151006.7,163043.6,174096.2,185198.1,201148.4,213203.0,232342.7,245691.5,255127.1,266397.2,281560.4,299292.9,325100.2,346625.7,364936.5,357262.7,369212.2,394267.7,418460.6,432094.6,463552.1,486344.3,496335.9,529062.8,568507.6,601895.9,645654.4,693019.5
 "97000","Rocky Mountain",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",3278000,3382000,3494000,3508000,3571000,3672000,3760000,3890000,4030000,4113000,4139000,4226000,4350000,4497000,4580000,4632000,4673000,4703000,4735000,4783000,4868000,4943000,5037873,5194044,5368407,5527390,5649835,5781745,5915555,6078758,6256862,6438928,6592318,6742612,6903979,7034816,7108977,7167704,7199874,7205624,7202616,7234109,7305119,7477155,7696444,7938748,8171343,8379865,8565452,8745913,8918147,9094461,9268926,9430982,9567277,9675332,9807510,9972107,10189958,10406301,10609537,10793888,10949633,11089025,11230078,11386485,11539776,11721767,11915924,12094213,12268132,12427477,12577224,12734041
 "97000","Rocky Mountain",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1348,1319,1430,1610,1657,1625,1618,1703,1775,1886,1923,1980,2021,2072,2201,2241,2364,2518,2637,2762,2921,3177,3530,3834,4174,4630,5079,5551,5957,6429,7217,7860,8723,9651,10215,10905,11733,12257,12693,13061,13819,14809,15580,16206,17036,17838,18480,19457,20325,21175,22555,23443,25067,26052,26667,27534,28709,30013,31904,33309,34397,33099,33719,35555,37262,37948,40170,41491,41653,43745,46340,48433,51335,54423
 "98000","Far West *",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",22238.5,22958.7,26822.3,30172.7,32854.6,35260.2,36474.3,39607.9,42992.6,45780.5,47825.0,51956.9,54439.0,57606.4,62012.2,65899.7,72246.3,77434.2,83909.4,90035.6,97897.6,106692.2,117258.2,126715.4,136926.9,152320.7,170103.9,191597.2,211009.8,232429.2,263096.9,296477.8,336506.1,376832.3,406668.3,440255.2,485302.8,519836.9,556715.2,590497.2,647808.0,695055.1,749735.5,788951.8,842840.9,871183.4,903577.2,948759.8,1000030.8,1056424.5,1139071.7,1201489.2,1295530.3,1364876.2,1430650.2,1508961.0,1607680.6,1678652.9,1805742.8,1889141.4,1938741.7,1926570.2,2000090.0,2093876.2,2227885.6,2230751.4,2376029.7,2525022.6,2637785.8,2768111.6,2911493.6,3048249.8,3339514.1,3556738.1
 "98000","Far West *",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",13880000,14219000,15392000,15942000,16530000,17217000,17820000,18384000,19101000,19764000,20469000,21159000,21659000,22378000,23114000,23811000,24389000,24908000,25311000,25779000,26151000,26635000,27101402,27570486,27918162,28327835,28800911,29346033,29929494,30553208,31285112,31964927,32779936,33433990,34086401,34716476,35321190,36037077,36815133,37640660,38542275,39534189,40610409,41427985,42225887,42797622,43271002,43744822,44314342,45053779,45798042,46505506,47188420,47891178,48493357,49053068,49601761,50090268,50570529,51031362,51608614,52167532,52684613,53171603,53650540,54120872,54651324,55207598,55738346,56174005,56477384,56663461,56758490,56540900
 "98000","Far West *",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1602,1615,1743,1893,1988,2048,2047,2154,2251,2316,2336,2456,2513,2574,2683,2768,2962,3109,3315,3493,3744,4006,4327,4596,4905,5377,5906,6529,7050,7607,8410,9275,10266,11271,11931,12681,13740,14425,15122,15688,16808,17581,18462,19044,19960,20356,20882,21689,22567,23448,24872,25835,27454,28500,29502,30762,32412,33513,35707,37019,37566,36930,37963,39380,41526,41218,43476,45737,47324,49277,51551,53796,58837,62906
"Note: See the included footnote file."
"SAINC51: Disposable Personal Income Summary: Disposable Personal Income, Population, and Per Capita Disposable Personal Income "
"Last updated: March 23, 2022—preliminary statistics for 2021; revised statistics for 2010-2020."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
